コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	注意フラグ	要確認理由	配当ランキング利用可否	記事掲載区分	yfinance状態	売上高_直近期(百万円)	営業利益率(%)	売上成長率_YoY(%)	自己資本比率(%)	DEレシオ	FCF(百万円)	EPS(円)	配当性向(%)	ROE(%)	連続増配(年)
6094	フリークアウト・ホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	513.0						配当未取得		6.08	0.72	89.1	796.0	488.0	Communication Services	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	50323.4	0.09	-2.68	27.23	1.59	-636.0	84.38		11.96	
6096	レアジョブ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	385.0	2.08	8.0	2.07	8.0	2.08	配当あり	いいえ	11.27	1.64	36.7	415.0	278.0	Consumer Defensive			OK	通常掲載可	OK	9600.6	0.82	-1.19	34.03	1.17	-41.3	34.16	23.42	15.57	0
6098	リクルートホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	1	TOPIX Core30	11330.0	0.23	26.0	0.23	26.0	0.23	配当あり	いいえ	32.57	9.99	157729.3	11755.0	6040.0	Communication Services			OK	通常掲載可	OK	3697351.0	17.05	3.93	56.77	0.12	545106.0	347.89	7.47	30.83	4
6099	エラン	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	744.0	2.15	16.0	2.12	16.0	2.15	配当あり	いいえ	16.26	3.1	450.0	876.0	654.0	Healthcare			OK	通常掲載可	OK	55448.7	7.71	16.7	54.93	0.06	3147.9	45.75	34.97	21.58	1
6101	ツガミ	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	8030.0	1.22	98.0	1.29	98.0	1.22	配当あり	いいえ	54.04	4.67	3734.1	8100.0	1777.0	Industrials			OK	通常掲載可	OK	25561.0	9.64	-6.08	52.0	0.11	6757.0	148.59	65.95	25.52	5
6103	オークマ	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	4625.0	2.16	100.0	2.2	100.0	2.16	配当あり	いいえ	22.24	1.12	2722.6	5200.0	3265.0	Industrials			OK	通常掲載可	OK	235888.0	6.57	14.05	71.98	0.1	-6572.0	207.94	48.09	5.11	0
6104	芝浦機械	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	4500.0	3.11	140.0	3.07	140.0	3.11	配当あり	いいえ	103.88	0.9	1064.1	5170.0	3195.0	Industrials			OK	通常掲載可	OK	168191.0	8.38	4.69	58.7	0.09	5399.0	43.32	323.18	0.87	0
6113	アマダ	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	2951.5	2.17	64.0	2.19	64.0	2.17	配当あり	いいえ	29.92	1.71	9165.4	3224.0	1559.0	Industrials			OK	通常掲載可	OK	437372.0	10.24	10.26	69.35	0.15	48466.0	98.66	64.87	5.72	0
6118	アイダエンジニアリング	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1151.0	3.39	39.0	3.35	39.0	3.39	配当あり	いいえ	14.86	0.72	625.5	1362.0	872.0	Industrials			OK	通常掲載可	OK	78647.0	7.24	3.47	69.09	0.05	6435.0	77.47	50.34	5.0	1
6125	岡本工作機械製作所	スタンダード（内国株式）	3600	機械	8	機械	-	-	5590.0	2.86	160.0	2.74	160.0	2.86	配当あり	いいえ	29.91	0.87	369.5	5930.0	3690.0	Industrials			OK	通常掲載可	OK	42513.0	3.57	-2.79	63.47	0.28	-901.0	186.88	85.62	2.97	0
6134	ＦＵＪＩ	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	8398.0	2.26	190.0	2.37	190.0	2.26	配当あり	いいえ	47.07	3.18	7382.9	8740.0	2579.0	Industrials			OK	通常掲載可	OK	180642.0	16.21	41.81	83.46		-2431.0	178.42	106.49	6.98	0
6135	牧野フライス製作所	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	15200.0	2.37	360.0	2.38	360.0	2.37	配当あり	いいえ	16.94	1.36	3555.5	15940.0	10370.0	Industrials			OK	通常掲載可	OK	261184.0	9.59	11.51	61.71	0.2	14928.0	897.21	40.12	8.61	0
6136	オーエスジー	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	3632.0	2.31	84.0	2.33	84.0	2.31	配当あり	いいえ	23.78	1.64	2983.6	3766.0	1691.5	Industrials			OK	通常掲載可	OK	160619.0	12.66	3.28	67.54	0.25	11618.0	152.72	55.0	9.29	1
6137	小池酸素工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1493.0	3.35	50.0	3.33	50.0	3.35	配当あり	いいえ	9.1	0.67	315.2	2432.0	1206.0	Industrials			OK	通常掲載可	OK	55570.0	8.72	0.66	59.33	0.16	1846.0	164.1	30.47	7.78	4
6138	ダイジェット工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1108.0	3.16	35.0	3.15	35.0	3.16	配当あり	いいえ	4.2	0.35	32.9	1244.0	828.0	Industrials			OK	通常掲載可	OK	8793.1	2.49	5.38	49.76	0.67	832.3	263.74	13.27	8.98	0
6140	旭ダイヤモンド工業	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1213.0	2.8	34.0	2.77	34.0	2.8	配当あり	いいえ	29.69	0.94	583.9	1735.0	711.0	Industrials			OK	通常掲載可	OK	41983.0	5.73	2.38	78.54	0.07	2456.0	40.86	83.21	3.24	0
