コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	注意フラグ	要確認理由	配当ランキング利用可否	記事掲載区分	yfinance状態	売上高_直近期(百万円)	営業利益率(%)	売上成長率_YoY(%)	自己資本比率(%)	DEレシオ	FCF(百万円)	EPS(円)	配当性向(%)	ROE(%)	連続増配(年)
6094	フリークアウト・ホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	518.0						配当未取得		6.14	0.72	90.0	796.0	488.0	Communication Services	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	50323.4	0.09	-2.68	27.23	1.59	-636.0	84.34		11.96	
6096	レアジョブ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	388.0	2.06	8.0	2.08	8.0	2.06	配当あり	いいえ	11.36	1.65	37.0	415.0	278.0	Consumer Defensive			OK	通常掲載可	OK	9600.6	0.82	-1.19	34.03	1.17	-41.3	34.15	23.43	15.57	0
6098	リクルートホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	1	TOPIX Core30	11530.0	0.23	26.0	0.23	26.0	0.23	配当あり	いいえ	33.15	10.17	160513.6	11935.0	6040.0	Communication Services			OK	通常掲載可	OK	3697351.0	17.05	3.93	56.77	0.12	545106.0	347.83	7.47	30.83	4
6099	エラン	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	753.0	2.12	16.0	2.15	16.0	2.12	配当あり	いいえ	16.46	3.14	455.4	876.0	654.0	Healthcare			OK	通常掲載可	OK	55448.7	7.71	16.7	54.93	0.06	3147.9	45.76	34.97	21.58	1
6101	ツガミ	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	8180.0	1.2	98.0	1.22	98.0	1.2	配当あり	いいえ	55.06	4.76	3803.8	8630.0	1777.0	Industrials			OK	通常掲載可	OK	25561.0	9.64	-6.08	52.0	0.11	6757.0	148.56	65.97	25.52	5
6103	オークマ	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	4775.0	2.09	100.0	2.16	100.0	2.09	配当あり	いいえ	22.94	1.16	2810.9	5200.0	3265.0	Industrials			OK	通常掲載可	OK	235888.0	6.57	14.05	71.98	0.1	-6572.0	208.13	48.05	5.11	0
6104	芝浦機械	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	4625.0	3.03	140.0	3.11	140.0	3.03	配当あり	いいえ	105.96	0.92	1093.7	5170.0	3305.0	Industrials			OK	通常掲載可	OK	132815.0	3.29	-21.03	68.33	0.09	-11335.0	43.65	320.73	0.87	0
6113	アマダ	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	3058.0	2.09	64.0	2.17	64.0	2.09	配当あり	いいえ	31.02	1.77	9496.1	3224.0	1559.0	Industrials			OK	通常掲載可	OK	437372.0	10.24	10.26	69.35	0.15	48466.0	98.58	64.92	5.71	0
6118	アイダエンジニアリング	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1166.0	3.34	39.0	3.39	39.0	3.34	配当あり	いいえ	14.69	0.73	633.6	1362.0	872.0	Industrials			OK	通常掲載可	OK	78647.0	7.24	3.47	69.09	0.05	6435.0	79.4	49.12	5.0	1
6125	岡本工作機械製作所	スタンダード（内国株式）	3600	機械	8	機械	-	-	5770.0	2.77	160.0	2.86	160.0	2.77	配当あり	いいえ	30.9	0.89	381.4	5930.0	3690.0	Industrials			OK	通常掲載可	OK	42513.0	3.57	-2.79	63.47	0.28	-901.0	186.71	85.69	2.97	0
6134	ＦＵＪＩ	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	8932.0	2.13	190.0	2.26	190.0	2.13	配当あり	いいえ	49.93	3.38	7852.4	8943.0	2579.0	Industrials			OK	通常掲載可	OK	180642.0	16.21	41.81	83.46		-2431.0	178.88	106.22	6.98	0
6135	牧野フライス製作所	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	15410.0	2.34	360.0	2.37	360.0	2.34	配当あり	いいえ	17.18	1.38	3604.7	15940.0	10370.0	Industrials			OK	通常掲載可	OK	261184.0	9.59	11.51	61.71	0.2	14928.0	896.8	40.14	8.61	0
6136	オーエスジー	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	3787.0	2.22	84.0	2.31	84.0	2.22	配当あり	いいえ	24.83	1.71	3111.0	3819.0	1700.0	Industrials			OK	通常掲載可	OK	160619.0	12.66	3.28	67.54	0.25	11618.0	152.54	55.07	9.29	1
6137	小池酸素工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1478.0	3.38	50.0	3.35	50.0	3.38	配当あり	いいえ	9.01	0.66	312.0	2432.0	1206.0	Industrials			OK	通常掲載可	OK	55570.0	8.72	0.66	59.33	0.16	1846.0	164.08	30.47	7.78	4
6138	ダイジェット工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1090.0	3.21	35.0	3.16	35.0	3.21	配当あり	いいえ	4.13	0.34	32.4	1244.0	828.0	Industrials			OK	通常掲載可	OK	9292.1	6.98	5.67	54.97	0.54	392.8	263.81	13.27	8.98	0
6140	旭ダイヤモンド工業	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1234.0	2.76	34.0	2.8	34.0	2.76	配当あり	いいえ	29.67	0.95	594.0	1735.0	711.0	Industrials			OK	通常掲載可	OK	41983.0	5.73	2.38	78.54	0.07	2456.0	41.59	81.75	3.24	0
6141	ＤＭＧ森精機	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	3594.0	2.92	105.0	3.02	105.0	2.92	配当あり	いいえ	106.52	1.49	5071.1	3940.0	2307.5	Industrials			OK	通常掲載可	OK	527195.0	3.6	-5.01	39.18	0.37	-3535.0	33.74	311.2	2.51	5
6143	ソディック	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1894.0	1.53	29.0	1.5	29.0	1.53	配当あり	いいえ	22.7	1.62	945.7	2136.0	807.0	Industrials			OK	通常掲載可	OK	80572.0	5.24	9.37	58.14	0.4	4857.0	83.44	34.76	13.65	0
6144	西部電機	スタンダード（内国株式）	3600	機械	8	機械	-	-	2898.0	3.11	90.0	3.16	90.0	3.11	配当あり	いいえ	12.21	1.29	435.6	3460.0	1871.0	Industrials			OK	通常掲載可	OK	39265.0	10.68	17.73	67.8	0.01	2516.0	237.35	37.92	10.9	2
6145	ＮＩＴＴＯＫＵ	スタンダード（内国株式）	3600	機械	8	機械	-	-	2960.0	2.77	82.0	2.82	82.0	2.77	配当あり	いいえ	14.53	1.24	499.5	3460.0	1790.0	Industrials			OK	通常掲載可	OK	42412.0	12.82	27.49	63.96	0.22	3327.0	203.71	40.25	8.88	2
6146	ディスコ	プライム（内国株式）	3600	機械	8	機械	2	TOPIX Large70	84520.0	0.6	505.0	0.62	505.0	0.6	配当あり	いいえ	67.98	15.6	91676.9	91680.0	37260.0	Technology			OK	通常掲載可	OK	436889.0	42.34	11.08	79.06		98316.0	1243.28	40.62	25.09	2
6147	ヤマザキ	スタンダード（内国株式）	3600	機械	8	機械	-	-	163.0	6.13	10.0	5.95	10.0	6.13	配当あり	いいえ		0.7	7.2	368.0	159.0	Industrials			OK	通常掲載可	OK	3093.9	2.51	23.95	35.84	1.39	-80.7	-81.23		-29.36	0
6149	小田原エンジニアリング	スタンダード（内国株式）	3600	機械	8	機械	-	-	2122.0	3.3	70.0	3.31	70.0	3.3	配当あり	いいえ	5.23	0.66	121.4	2950.0	1835.0	Industrials			OK	通常掲載可	OK	18238.3	16.73	38.42	74.54	0.0	-1356.3	405.94	17.24	15.28	1
6150	タケダ機械	スタンダード（内国株式）	3600	機械	8	機械	-	-	2700.0	2.96	80.0	2.97	80.0	2.96	配当あり	いいえ	9.65	0.47	24.8	3470.0	2666.0	Industrials			OK	通常掲載可	OK	4890.8	8.82	-10.5	68.47	0.29	-658.7	279.76	28.6	4.31	0
6151	日東工器	プライム（内国株式）	3600	機械	8	機械	7	TOPIX Small 2	1712.0	1.87	32.0	1.9	32.0	1.87	配当あり	いいえ	14.94	0.53	321.1	1940.0	1555.0	Industrials			OK	通常掲載可	OK	27289.0	4.34	0.12	88.73	0.03	-3082.0	114.62	27.92	3.6	1
6155	高松機械工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	493.0	2.03	10.0	2.02	10.0	2.03	配当あり	いいえ		0.33	53.2	549.0	445.0	Industrials			OK	通常掲載可	OK	12722.0	-0.51	-8.43	78.08	0.08	442.0	-15.31		-1.01	0
6156	エーワン精密	スタンダード（内国株式）	3600	機械	8	機械	-	-	1730.0	5.78	100.0	5.61	100.0	5.78	配当あり	いいえ		1.21	87.2	2086.0	1677.0	Industrials			OK	通常掲載可	OK	1601.5	10.28	-8.76	91.53	0.0	104.4	-34.73		-2.12	0
6157	日進工具	スタンダード（内国株式）	3600	機械	8	機械	7	TOPIX Small 2	921.0	3.26	30.0	3.24	30.0	3.26	配当あり	いいえ	15.78	1.25	216.3	984.0	705.0	Industrials			OK	通常掲載可	OK	9494.1	20.64	0.67	91.1		1651.9	58.37	51.4	7.95	1
