コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	注意フラグ	要確認理由	配当ランキング利用可否	記事掲載区分	yfinance状態	売上高_直近期(百万円)	営業利益率(%)	売上成長率_YoY(%)	自己資本比率(%)	DEレシオ	FCF(百万円)	EPS(円)	配当性向(%)	ROE(%)	連続増配(年)
2884	ヨシムラ・フード・ホールディングス	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	616.0						配当未取得		16.0	1.18	147.1	1069.0	570.0	Consumer Defensive	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	57484.6	2.73	-1.08	20.35	2.5	-3768.0	38.5		7.22	
288A	ラクサス・テクノロジーズ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	94.0						配当未取得		24.87	0.79	24.3	224.0	87.0	Consumer Cyclical	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	2275.9	8.13	-11.14	70.71	0.33	-106.5	3.78		3.25	
2892	日本食品化工	スタンダード（内国株式）	3050	食料品	1	食品	-	-	4210.0	3.56	150.0	3.56	150.0	3.56	配当あり	いいえ	17.64	0.68	201.9	4250.0	3230.0	Consumer Defensive			OK	通常掲載可	OK	62993.0	1.99	0.47	59.58	0.27	4056.0	238.71	62.84	3.99	0
2894	石井食品	スタンダード（内国株式）	3050	食料品	1	食品	-	-	330.0	1.21	4.0	1.21	4.0	1.21	配当あり	いいえ		1.44	54.9	391.0	310.0	Consumer Defensive			OK	通常掲載可	OK	10869.7	2.46	3.6	50.3	0.52	-560.7	-7.49		-3.23	0
2897	日清食品ホールディングス	プライム（内国株式）	3050	食料品	1	食品	4	TOPIX Mid400	2852.5	2.45	70.0	2.45	70.0	2.45	配当あり	いいえ	18.25	1.58	8188.3	3354.0	2527.0	Consumer Defensive			OK	通常掲載可	OK	776594.0	7.87	5.96	56.05	0.24	-14412.0	156.32	44.78	9.2	0
2901	ウェルディッシュ	スタンダード（内国株式）	3050	食料品	1	食品	-	-	193.0	2.07	4.0	2.07	4.0	2.07	配当あり	いいえ	8.87	0.92	55.2	736.0	161.0	Healthcare			OK	通常掲載可	OK	1974.4	10.16	-2.04	58.5	0.48	-167.7	21.77	18.37	10.37	0
2903	シノブフーズ	スタンダード（内国株式）	3050	食料品	1	食品	-	-	1520.0	2.24	34.0	2.24	34.0	2.24	配当あり	いいえ	10.16	1.1	163.1	2119.0	1362.0	Consumer Defensive			OK	通常掲載可	OK	61974.0	3.77	7.5	53.4	0.28	1571.0	149.57	22.73	11.22	2
2904	一正蒲鉾	スタンダード（内国株式）	3050	食料品	1	食品	-	-	761.0	1.84	14.0	1.84	14.0	1.84	配当あり	いいえ	34.72	0.91	139.5	789.0	738.0	Consumer Defensive			OK	通常掲載可	OK	34579.1	2.58	0.27	48.76	0.67	-958.6	21.92	63.87	2.9	1
2907	あじかん	スタンダード（内国株式）	3050	食料品	1	食品	-	-	1566.0	3.7	58.0	3.7	58.0	3.7	配当あり	いいえ	10.72	0.65	117.2	1569.0	1187.0	Consumer Defensive			OK	通常掲載可	OK	51045.4	3.85	1.6	64.65	0.19	2347.7	146.11	39.7	6.23	3
2908	フジッコ	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1515.0	3.04	46.0	3.04	46.0	3.04	配当あり	いいえ	30.21	0.62	431.4	1687.0	1455.0	Consumer Defensive			OK	通常掲載可	OK	55534.0	2.64	-2.7	86.93		-1161.0	50.15	91.72	2.07	0
290A	Ｓｙｎｓｐｅｃｔｉｖｅ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1290.0						配当未取得			4.56	1701.2	2140.0	807.0	Industrials	配当未取得	1株配当が取得できていない	除外推奨	掲載非推奨	OK_配当データ要確認	2376.5	-174.11	2.58	78.57	0.24	-9963.5	-3.23		-3.17	
2910	ロック・フィールド	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1339.0	2.24	30.0	2.24	30.0	2.24	配当あり	いいえ	357.07	1.22	350.0	1586.0	1214.0	Consumer Defensive			OK	通常掲載可	OK	51184.0	2.43	-0.34	81.87	0.04	733.0	3.75	800.0	0.34	0
2911	旭松食品	スタンダード（内国株式）	3050	食料品	1	食品	-	-	2275.0	1.54	35.0	1.54	35.0	1.54	配当あり	いいえ	18.28	0.5	41.3	2385.0	2222.0	Consumer Defensive			OK	通常掲載可	OK	7686.9	1.14	-4.12	81.39	0.09	-111.6	124.44	28.13	2.79	2
2914	日本たばこ産業	プライム（内国株式）	3050	食料品	1	食品	1	TOPIX Core30	6057.0	4.0	242.0	4.0	242.0	4.0	配当あり	いいえ	21.55	2.63	107533.4	6474.0	4139.0	Consumer Defensive			OK	通常掲載可	OK	3467675.0	24.62	13.44	48.54	0.41	351670.0	281.04	86.11	13.62	1
2915	ケンコーマヨネーズ	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1960.0	3.57	70.0	3.57	70.0	3.57	配当あり	いいえ	9.85	0.68	282.2	2365.0	1771.0	Consumer Defensive			OK	通常掲載可	OK	92354.0	4.5	0.71	65.02	0.08	166.0	198.94	35.19	7.18	3
