コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
3927	フーバーブレイン	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	960.0	1.67	16.0	1.6	16.0	1.67	配当あり	いいえ	16.96	2.38	51.3	1280.0	696.0	Technology	あり	QUOカード: 100株以上 | 1,000円相当 | ■贈呈時期 毎年6月上旬頃	100	高			OK	OK	OK	通常掲載可	OK	OK
3928	マイネット	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	221.0						配当未取得		8.25	1.37	18.9	347.0	211.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
3929	ソーシャルワイヤー	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	271.0						配当未取得		14.3	1.79	31.7	375.0	245.0	Communication Services	あり	デジタルギフト: 200株以上 | 【半年以上保有】 ◇分配型：2027 年３月期における株主還元総額は 15,000 千円を目安として設定し、対象株主数に応じて分配いたします。 | ■継続保有期間について 継続保有の判定は、株主番号の継続性に基づき、過去の株主名簿（９月末日を含む）への記載状況等を踏まえて確認いたします。	200	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
3930	はてな	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1011.0						配当未取得		21.77	1.43	30.3	1485.0	823.0	Communication Services	あり	上場10周年記念（デジタルギフト）: 300株以上 | 25,000円相当 | ◇対象となる交換先：PayPay マネーライト/ Amazon ギフトカード/ 楽天ポイントギフト/ d ポイント/ auPAY ギフトカード/ QUO カード Pay/ビットコイン by bitFlyer / ビットコイン by CoinTrade 等 ■贈呈時期 2026 年 10 月（株主総会招集通知書に同封の予定）	300	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
3931	バリューゴルフ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1812.0	1.38	25.0	1.38	25.0	1.38	配当あり	いいえ		3.14	32.7	2247.0	1401.0	Communication Services	あり	ゴルフ・サービス割引券、デジタルギフト: 200株以上 | 10,000円相当 | ■贈呈時期 10月中旬頃を予定。	200	高			OK	OK	OK	通常掲載可	OK	OK
3932	アカツキ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	2874.0	4.18	120.0	4.2	120.0	4.18	配当あり	いいえ	7.33	0.91	345.8	3390.0	2480.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
3933	チエル	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	458.0	5.02	23.0	5.3	23.0	5.02	配当あり	いいえ	5.21	1.01	34.2	792.0	423.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
3934	ベネフィットジャパン	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	2195.0	4.42	97.0	4.39	97.0	4.42	配当あり	いいえ	13.03	1.48	129.4	2531.0	1650.0	Communication Services	あり	QUOカード、自社サービスクーポン: 100株以上 | 500円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
3935	エディア	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	734.0	2.32	17.0	2.28	17.0	2.32	配当あり	いいえ	10.02	3.59	43.5	1335.0	612.0	Communication Services	あり	自社サービス・: 100株以上 | 【1年未満保有】 5,000円相当 【1年以上保有】 10,000円相当 （5,000円相当×2枚） | ◇クーポンは、当社サービス『まるくじ』『くじコレ』（インターネットで購入できるハズレなしのオンラインくじサービス）での決済に利用可能。 ※1 回の会計につき、利用クーポンは 1 枚のみ。クーポンには有効期限があります。 ■継続保有期間について 継続保有期間１年以上とは、毎年基準日である２月末日及び８月 31 日現在の株主名簿に同一株主番号で、所定の株数の保有が３回以上連続して記載又は記録されることをいいます。 / 500株以上 | 【1年未満保有】 10	100	高			OK	OK	OK	通常掲載可	OK	OK
3936	グローバルウェイ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	152.0						配当未取得		28.9	5.98	55.6	279.0	117.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
3937	Ｕｂｉｃｏｍホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	941.0	2.66	25.0	2.69	25.0	2.66	配当あり	いいえ	12.79	1.89	114.1	1182.0	908.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
3939	カナミックネットワーク	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	474.0	1.9	9.0	1.89	9.0	1.9	配当あり	いいえ	17.81	45.93	224.9	583.0	420.0	Healthcare	あり	優待券、ギフトカード（抽選）: 100株以上 | 抽選で10名に20万円相当のJCBギフトカード贈呈 【1年以上継続保有株主】 ※上記に加え抽選で3名にJCBギフトカード贈呈。ただし重複当選は無効。 | ■継続保有期間について 直近の期末株主名簿から１００株以上を１年以上継続して保有（期末・中間株主名簿に同一の株主番号で連続３回以上記載）の株主様。	100	高			OK	OK	OK	通常掲載可	OK	OK
3940	ノムラシステムコーポレーション	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	110.0	3.23	3.55	3.2	3.55	3.23	配当あり	いいえ	12.47	1.52	49.6	155.0	108.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
3941	レンゴー	プライム（内国株式）	3150	パルプ・紙	4	素材・化学	4	TOPIX Mid400	1435.5	3.48	50.0	3.55	50.0	3.48	配当あり	いいえ	16.94	0.73	3541.7	1565.0	767.1	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
3943	大石産業	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	1215.0	4.28	52.0	4.3	52.0	4.28	配当あり	いいえ	13.14	0.49	95.3	1499.0	1191.0	Consumer Cyclical	あり	QUOカード: 100株以上 | 【5年未満保有株主】 1,000円相当 【5年以上保有株主】 2,000円相当 【10年以上保有株主】 3,000円相当 | ■贈呈時期 毎年、定時株主総会終了後の決議通知等に同封。 / 500株以上 | 【5年未満保有株主】 2,000円相当 【5年以上保有株主】 3,000円相当 【10年以上保有株主】 4,000円相当 / 1,000株以上 | 【5年未満保有株主】 3,000円相当 【5年以上保有株主】 4,000円相当 【10年以上保有株主】 5,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
3944	古林紙工	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	2497.0	2.0	50.0	2.0	50.0	2.0	配当あり	いいえ	8.76	0.31	27.7	2930.0	2010.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
3945	スーパーバッグ	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	2110.0	5.21	110.0	5.16	110.0	5.21	配当あり	いいえ	3.91	0.57	31.3	2999.0	2081.0	Basic Materials	なし			高			OK	OK	OK	通常掲載可	OK	OK
3946	トーモク	プライム（内国株式）	3150	パルプ・紙	4	素材・化学	7	TOPIX Small 2	3910.0	4.35	170.0	4.39	170.0	4.35	配当あり	いいえ	8.76	0.63	645.0	4075.0	2831.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
3947	ダイナパック	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	2194.0	3.65	80.0	3.7	80.0	3.65	配当あり	いいえ	6.86	0.45	214.3	2774.0	1915.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
3948	光ビジネスフォーム	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	1116.0	4.48	50.0	4.52	50.0	4.48	配当あり	いいえ	40.32	1.04	60.0	1400.0	940.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
3950	ザ・パック	プライム（内国株式）	3150	パルプ・紙	4	素材・化学	7	TOPIX Small 2	1390.0	3.02	42.0	3.06	42.0	3.02	配当あり	いいえ	12.98	1.01	771.4	1399.0	1068.0	Consumer Cyclical	あり	図書カード、オリジナルQUOカード: 100株以上 | 500円相当 | ■贈呈時期：9月上旬	100	高			OK	OK	OK	通常掲載可	OK	OK
3951	朝日印刷	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	857.0	4.43	38.0	4.45	38.0	4.43	配当あり	いいえ	11.31	0.5	177.2	941.0	832.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
3953	大村紙業	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	740.0	4.05	30.0	4.05	30.0	4.05	配当あり	いいえ	7.2	0.52	26.4	881.0	735.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
3954	昭和パックス	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	2900.0	1.72	50.0	1.78	50.0	1.72	配当あり	いいえ	9.92	0.48	127.3	3470.0	1931.0	Consumer Cyclical	あり	新潟県ブランド米: 500株以上 | 5kg | ※当社特製紙袋で包装して毎年10月中旬に贈呈。	500	高			OK	OK	OK	通常掲載可	OK	OK
3955	イムラ	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	777.0	3.86	30.0	3.86	30.0	3.86	配当あり	いいえ	8.18	0.44	77.7	1159.0	759.0	Basic Materials	なし			高			OK	OK	OK	通常掲載可	OK	OK
3958	笹徳印刷	スタンダード（内国株式）	3150	パルプ・紙	4	素材・化学	-	-	554.0	3.25	18.0	3.25	18.0	3.25	配当あり	いいえ	12.87	0.32	30.2	594.0	521.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
3962	チェンジホールディングス	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	937.0	2.77	26.0	2.77	26.0	2.77	配当あり	いいえ	9.4	1.39	652.0	1333.0	888.0	Technology	あり	デジタルギフト: 300株以上 | 【1年未満保有】 7,500円相当（年間　15,000円相当） 【1年以上保有】 8,500円相当（年間　17,000円相当） 【2年以上保有】 10,000円相当（年間　20,000円相当） | ◇デジタルギフトの交換先：Amazon ギフトカード / Google Play ギフトコード / PayPay マネーライト / QUO カードPay / d ポイント / au PAY ギフトカード / Uber Taxi ギフトカード / Uber Eats ギフトカード / Visa e ギフト vanilla / DMM プリペイドカード / すかいらー	300	高			OK	OK	OK	通常掲載可	OK	OK
3963	シンクロ・フード	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	290.0	5.17	15.0	5.08	15.0	5.17	配当あり	いいえ	30.15	1.71	81.3	748.0	275.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
3964	オークネット	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	1391.0	3.02	42.0	3.05	42.0	3.02	配当あり	いいえ	21.43	4.7	1261.9	1616.0	790.0	Consumer Cyclical	あり	プレミアム優待倶楽部ポイント: 300株以上 | 2,000ポイント | 株主限定の特設インターネット・サイトにおいて、そのポイントとお米やブランド牛などのこだわりのグルメ、スイーツや飲料類、銘酒、家電製品、選べる体験ギフトなど、5,000種類以上の商品に交換出来ます。 ※1ポイント1円相当。 ※繰越条件：株主優待ポイントは翌12月末日において株主名簿に同一株主番号で連続2回以上記載され、かつ300株以上継続保有されている場合にのみ繰越することができ、最大1回目まで繰越が可能。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主優待コイン「WILLsCoin」と交換することができる。WIL	300	高			OK	OK	OK	通常掲載可	OK	OK
3965	キャピタル・アセット・プランニング	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	824.0	2.55	21.0	2.54	21.0	2.55	配当あり	いいえ	8.78	1.2	47.4	912.0	727.0	Technology	あり	QUOカード、またはオリジナルカタログギフト: 100株以上 | 【1年以上保有】 ・QUOカード 1,500円相当 【3年以上保有】 ・QUOカード 2,500円相当 | ※2027年9月末から優待内容が変更になります。 ※商品に代えて寄付も選択可能。 ■継続保有期間について 継続保有の株主様とは、９月末日及び３月末日の株主名簿に、同一株主番号で連続して記載または記録された株主様といたします。 ■送付時期 株主優待カタログは、毎年12月中旬頃に定時株主総会招集通知に同封。 / 200株以上 | 【1年以上保有】 ・オリジナルカタログギフト 2,500円相当 【3年以上保有】 ・オリジナルカタ	100	高			OK	OK	OK	通常掲載可	OK	OK
3967	エルテス	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	561.0						配当未取得			1.88	34.7	759.0	540.0	Technology	あり	デジタルギフト: 800株以上 | 【半年未満保有】 5,000円相当（年間10,000円相当） 【半年以上保有】 10,000円相当（年間20,000円相当） | ◇交換先：Amazon ギフトカード/Google Play ギフトコード/PayPay マネーライト/QUO カード Pay/d ポイント/au PAY ギフトカード/Visa e ギフト vanilla/Uber Taxi ギフトカード/Uber Eats ギフトカード/図書カード NEXT/PlayStationStore チケット/すかいらーくご優待券。 ■継続保有期間について 半年以上継続保有とは、基準日(2月末日及び8	800	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
3968	セグエグループ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	552.0	3.26	18.0	3.19	18.0	3.26	配当あり	いいえ	14.83	2.79	200.6	809.0	483.0	Technology	あり	プレミアム優待倶楽部ポイント: 1,000株以上 | 5,000ポイント | 株主限定の特設インターネット・サイトにおいて、そのポイントとお米やブランド牛などのこだわりのグルメ、スイーツや飲料類、銘酒、家電製品、選べる体験ギフトなど、5,000種類以上の商品に交換出来ます。 ※1ポイント1円相当。 ※ポイントの繰り越しはありませんので、ご留意ください。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主優待コイン「WILLsCoin」と交換することができる。WILLsCoinは個人株主向け会員制サイト「プレミアム優待倶楽部PORTAL」にて、宿泊チケットや高級ワイン等のより幅広いラインナッ	1000	高			OK	OK	OK	通常掲載可	OK	OK
3969	エイトレッド	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1342.0	2.68	36.0	2.7	36.0	2.68	配当あり	いいえ	14.04	1.79	100.5	1609.0	1305.0	Technology	あり	QUOカード: 100株以上 | 1,000円相当(年間 2,000円相当) | ■継続保有期間について ※毎年3月末日現在の自社株主名簿に、同一株主番号で3月末日、9月末日を基準日とし、それぞれの株主名簿に連続5回以上記録された株主に追加贈呈。 ■発送時期 確定日3月末：6月頃 確定日9月末：12月頃 / 300株以上 | 2,000円相当(年間 4,000円相当) 【2年以上保有】※ 上記に加え､追加（3月末のみ） 500円相当 / 1,000株以上 | 2,000円相当(年間 4,000円相当) 【2年以上保有】※ 上記に加え､追加（3月末のみ） 1,000円相当 / 1,500株以上 	100	高			OK	OK	OK	通常掲載可	OK	OK
3970	イノベーション	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	745.0	5.37	40.0	5.24	40.0	5.37	配当あり	いいえ		0.69	20.0	1148.0	738.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
3974	ＳＣＡＴ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	528.0	2.65	14.0	2.66	14.0	2.65	配当あり	いいえ	11.98	0.79	16.5	680.0	417.0	Technology	あり	東証上場10周年記念（QUOカード）: 100株以上 | 1,000円相当 | ■贈呈時期 2027年1月の株主総会招集通知書に同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
3976	シャノン	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	560.0						配当未取得			2.9	33.2	589.0	334.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
3979	うるる	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	363.0	1.18	4.3	1.17	4.3	1.18	配当あり	いいえ	15.07	2.72	100.2	470.0	326.0	Technology	あり	自社グループ割引クーポン: 100株以上 | 1枚 ・OurPhotoの出張撮影サービス 3,000円相当分を割引 | ■贈呈時期 毎年6月上旬に発送する「株主総会招集ご通知」に同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
3981	ビーグリー	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1189.0	3.78	45.0	3.84	45.0	3.78	配当あり	いいえ	9.74	0.85	66.4	1370.0	1172.0	Communication Services	あり	自社サービス優待ポイント: 100株以上 | 1,000ポイント | コミック配信サービス「まんが王国」 （https://comic.k-manga.jp/） にて、ポイントに引き換えて利用できる。 ■贈呈時期 毎年3月下旬に送付する「定時株主総会決議のご通知」に同封。 / 500株以上 | 10,000ポイント / 1,000株以上 | 20,000ポイント / 5,000株以上 | 50,000ポイント	100	高			OK	OK	OK	通常掲載可	OK	OK
3983	オロ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	1948.0	2.57	50.0	2.59	50.0	2.57	配当あり	いいえ	16.21	3.0	299.4	3365.0	1785.0	Technology	あり	QUOカード: 100株以上 | 【1年以上継続保有】 3,000円相当 | ■継続保有期間について 1年以上継続保有する株主様とは、毎年6月30日及び12月31日時点の株主名簿に、同一の株主番号で、連続して3回以上記録され、そのすべての基準日（6月30日・12月31日）において、100株（1単元）以上保有している株主様を指します。 ■贈呈時期 2月下旬から3月上旬	100	高			OK	OK	OK	通常掲載可	OK	OK
