コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
290A	Ｓｙｎｓｐｅｃｔｉｖｅ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1148.0						配当未取得			4.05	1514.0	2140.0	807.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2910	ロック・フィールド	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1320.0	2.27	30.0	2.28	30.0	2.27	配当あり	いいえ	345.55	1.21	345.1	1586.0	1214.0	Consumer Defensive	あり	そうざい券、株主向け会社見学会へのご招待: 100株以上 | 【1年以上保有】 500円相当 【5年以上保有】 1,000円相当 | ※継続保有期間1年以上の株主が対象 ■継続保有期間について 基準日（毎年4月30日、10月31日）の株主名簿に同一主番号で連続して所定の年数以上記載又は記録されること。 ■贈呈時期 4月末：7月下旬 10月末：翌年1月下旬 / 200株以上 | 【1年以上保有】 1,000円相当 【5年以上保有】 1,500円相当 / 500株以上 | 【1年以上保有】 1,500円相当 【5年以上保有】 2,500円相当 / 1,000株以上 | 【1年以上保有】 5,000	100	高			OK	OK	OK	通常掲載可	OK	OK
2911	旭松食品	スタンダード（内国株式）	3050	食料品	1	食品	-	-	2265.0	1.55	35.0	1.55	35.0	1.55	配当あり	いいえ	18.21	0.5	41.1	2385.0	2218.0	Consumer Defensive	あり	自社製品: 100株以上 | 1,500円相当 ※3月のみ | ■継続保有期間について 継続３年以上とは、株主名簿の基準日（３月末日及び９月末日）の株主名簿に2,000株以上の保有記録が同一株主番号で７回以上連続している場合をいいます。 ■贈呈時期 基準日3月末：6月中旬 基準日9月末：12月中旬 / 200株以上 | 3,000円相当 ※3月のみ / 2,000株以上 | 【3年未満保有】 3,000円相当 ※3月のみ 【3年以上保有】 3,000円相当（年間 6,000円相当）	100	高			OK	OK	OK	通常掲載可	OK	OK
2914	日本たばこ産業	プライム（内国株式）	3050	食料品	1	食品	1	TOPIX Core30	6072.0	3.99	242.0	4.07	242.0	3.99	配当あり	いいえ	21.58	2.64	107792.7	6474.0	4139.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
2915	ケンコーマヨネーズ	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	2024.0	3.46	70.0	3.48	70.0	3.46	配当あり	いいえ	10.17	0.7	291.4	2365.0	1693.0	Consumer Defensive	あり	自社商品: 100株以上 | 1,000円相当 《贈呈時期》 6月中旬～6月末まで。 / 1,000株以上 | 2,500円相当 ◇3種類からいずれかを選択 《贈呈時期》 6月下旬～7月末まで。	100	高			OK	OK	OK	通常掲載可	OK	OK
2916	仙波糖化工業	スタンダード（内国株式）	3050	食料品	1	食品	-	-	720.0	2.08	15.0	2.09	15.0	2.08	配当あり	いいえ	14.77	0.64	82.0	785.0	695.0	Consumer Defensive	あり	自社製品: 500株以上 | 【3年未満保有株主】 3,000円相当 【3年以上保有株主】 3,000円相当　年2回贈呈※ | ※2回目の贈呈は7月中旬 （3年以上継続保有の株主） ■継続保有期間について ※３年以上継続保有の株主様とは、９月末日の株主名簿に、同一株主番号で４回以上連続して記録された株主様といたします。 ■贈呈時期 毎年12月上旬	500	高			OK	OK	OK	通常掲載可	OK	OK
2917	大森屋	スタンダード（内国株式）	3050	食料品	1	食品	-	-	920.0	1.09	10.0	1.09	10.0	1.09	配当あり	いいえ	50.49	0.39	45.7	963.0	883.0	Consumer Defensive	あり	自社製品: 1,000株以上 | 6,000円相当 | ■贈呈時期 毎年12月上旬	1000	高			OK	OK	OK	通常掲載可	OK	OK
2918	わらべや日洋ホールディングス	プライム（内国株式）	3050	食料品	1	食品	6	TOPIX Small 1	2605.0	4.61	120.0	4.68	120.0	4.61	配当あり	いいえ	8.47	0.76	451.1	3820.0	2355.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
291A	リスキル	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1732.0						配当未取得		5.93	1.91	35.3	3870.0	1636.0	Consumer Defensive	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2922	なとり	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1919.0	1.56	30.0	1.57	30.0	1.56	配当あり	いいえ	17.99	0.87	241.5	2040.0	1848.0	Consumer Defensive	あり	自社製品詰合せ: 100株以上 | 2,500円相当 | 【送付時期】 6月下旬より発送を開始、7月上旬頃までにお届けします。 / 500株以上 | 3,000円相当 / 1,000株以上 | 3,500円相当 / 3,000株以上 | 4,500円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
2923	サトウ食品	スタンダード（内国株式）	3050	食料品	1	食品	-	-	8020.0	1.87	150.0	1.91	150.0	1.87	配当あり	いいえ	14.45	1.63	404.5	9680.0	6610.0	Consumer Defensive	あり	自社グループ商品詰合せ: 100株以上 | 1,000円相当 / 500株以上 | 2,000円相当 / 1,000株以上 | 3,000円相当 / 3,000株以上 | 5,000円相当 / 5,000株以上 | 7,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
2924	イフジ産業	スタンダード（内国株式）	3050	食料品	1	食品	-	-	2038.0	3.39	69.0	3.35	69.0	3.39	配当あり	いいえ	8.29	1.32	166.1	2520.0	1783.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
2926	篠崎屋	スタンダード（内国株式）	3050	食料品	1	食品	-	-	96.0						配当未取得		20.92	1.02	13.6	166.0	89.0	Consumer Defensive	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2927	ＡＦＣ－ＨＤアムスライフサイエンス	スタンダード（内国株式）	3050	食料品	1	食品	-	-	832.0	4.33	36.0	4.35	36.0	4.33	配当あり	いいえ	8.65	0.76	121.1	918.0	810.0	Consumer Defensive	あり	株主優待割引券・商品引換券: 100株以上 | 2,500円相当×2枚（年間10,000円相当） | ■AFC 通販カタログ「健康情報誌：げんきあっぷきれいあっぷ」より選択。 ※割引券【額面 2,500円券】 注文金額 5,000円以上で割引券1枚使用可。 ■発送時期 確定日2月末：5月 確定日8月末：11月	100	高			OK	OK	OK	通常掲載可	OK	OK
2929	ファーマフーズ	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	537.0	4.66	25.0	4.6	25.0	4.66	配当あり	いいえ		1.55	156.0	1064.0	513.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
2930	北の達人コーポレーション	プライム（内国株式）	3200	化学	4	素材・化学	7	TOPIX Small 2	114.0	3.07	3.5	3.07	3.5	3.07	配当あり	いいえ	22.85	1.98	159.0	154.0	112.0	Consumer Defensive	あり	自社商品・ＥＣサイト商品券: 100株以上 | 【1年未満保有】 1、商品　7,370円[税込]相当 2、ＥＣサイト商品券　3,000円相当 【1年以上保有】 1、商品　7,370円[税込]相当 2、ＥＣサイト商品券　3,000円相当×2枚 | ※1、2026年2月商品 ソフトピール導入美容液『ヨイピール』 ※2、1商品の購入につき1枚（3,000円相当）のみ利用。 ■継続保有期間について 継続保有年数１年以上の株主様とは、毎年２月末日及び８月末日現在の株主名簿に、同一の株主番号にて３回連続で記載または記録され、その全ての基準日において１単元（100株）以上を保有されている株主様といたします。	100	高			OK	OK	OK	通常掲載可	OK	OK
2931	ユーグレナ	プライム（内国株式）	3050	食料品	1	食品	6	TOPIX Small 1	320.0	0.62	2.0	0.63	2.0	0.62	配当あり	いいえ		1.36	445.6	513.0	318.0	Consumer Defensive	あり	自社ECサイト割引クーポン: 100株以上 | 1、ECサイト「ユーグレナ・オンラインショップ」で利用可能な割引クーポン。 （2,000円相当） 2、「優待専用カタログ」自社指定商品を特別割引価格で購入可能。 ※健康食品・化粧品を通常10％割引（定期購入は 30%割引）＋送料無料。 | ■贈呈時期 「定時株主総会招集ご通知」に同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
2932	ＳＴＩフードホールディングス	スタンダード（内国株式）	3050	食料品	1	食品	-	-	1052.0	3.8	40.0	3.86	40.0	3.8	配当あり	いいえ	7.72	1.88	187.0	1424.0	1000.0	Consumer Defensive	あり	株主限定自社商品: 300株以上 | 【1年以上保有】 3,000円相当 《2025年12月実績》 「STONE ROLLS（ストンロルズ）」「FIRE PORTS（ファイヤポーツ）」「一匠（isshow）」より、厳選した9缶を進呈。 | ■継続保有期間について 継続して１年以上保有する株主様とは、６月末及び12月末の当社株主名簿に、同一株主番号で３回連続して100株以上の保有が記載または記録されている株主様といたします。 ■贈呈時期 12月末基準：翌年3月下旬	300	高			OK	OK	OK	通常掲載可	OK	OK
2933	紀文食品	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1062.0	2.17	23.0	2.18	23.0	2.17	配当あり	いいえ	22.07	0.94	242.5	1224.0	1013.0	Consumer Defensive	あり	自社商品: 300株以上 | 3,500円相当 | ■贈呈時期：11月中旬～12月上旬 おせちは12月下旬 / 1,000株以上 | 6,000円相当 ◇どちらかを選択 1、商品詰合せ 2、おせち商品詰合せ	300	高			OK	OK	OK	通常掲載可	OK	OK
2934	ジェイフロンティア	グロース（内国株式）	3050	食料品	1	食品	-	-	1564.0						配当未取得			4.94	83.4	2050.0	1196.0	Healthcare	あり	プレミアム優待倶楽部ポイント: 400株以上 | 5,000ポイント | ◇ポイントは、特設ウェブサイトにおいて、当社商品に加え、お米やブランド牛などのこだわりグルメ、スイーツや飲料類、銘酒、電化製品、選べる体験ギフトなど 6,000種類以上の商品からお好みの商品を選べ、さらに 20,000 点のふるさと納税商品も選択可能です。 ※1ポイント≒1円相当。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主優待コイン「WILLsCoin」と交換することができる。WILLsCoinは個人株主向け会員制サイト「プレミアム優待倶楽部PORTAL」にて優待商品と交換することができる。また、WILLs	400	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2935	ピックルスホールディングス	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1107.0	2.62	29.0	2.64	29.0	2.62	配当あり	いいえ	10.33	0.69	138.7	1394.0	960.0	Consumer Defensive	あり	自社グループ商品、QUOカード: 100株以上 | ①より選択（1,500円相当） | ※①グループの商品詰め合わせセット、または寄付から1つを選択。（1,500円相当） 1、八幡屋セット 2、ベジパル バラエティセット 3、ベジパル ほしいもセット 4、フードレーベルセット 5、ピックルスグループセット 6、当社指定の団体に寄付 7、ＯＨ!!!商品券（2,000円相当） グループ会社が運営する発酵の複合施設「ＯＨ!!!～発酵、健康、食の魔法!!!～」で利用可能。 ■贈呈時期 案内・申込書は、4月下旬に送付予定。 / 200株以上 | ①より選択（1,500円相当） ②QUOカード（2,000	100	高			OK	OK	OK	通常掲載可	OK	OK
2936	ベースフード	グロース（内国株式）	3050	食料品	1	食品	-	-	278.0						配当未取得		56.73	10.95	148.4	555.0	272.0	Consumer Defensive	あり	ＥＣサイト・クーポン: 100株以上 | 【6カ月以上保有】 1,500円相当（500円クーポン×3回分） | ■継続保有期間について 「1単元（100株）以上を継続して6か月以上」保有する株主様とは、毎年2月末日時点および8月末日時点の株主名簿に、同一株主番号で2回以上連続して1単元（100株）以上の保有が記載または記録されている株主様を指します。 ■贈呈時期 毎年10月頃	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2937	サンクゼール	グロース（内国株式）	3050	食料品	1	食品	-	-	1687.0	2.07	35.0	2.09	35.0	2.07	配当あり	いいえ	25.29	3.03	157.0	1991.0	1501.0	Consumer Defensive	あり	自社サービス券: 100株以上 | 【半年以上保有】 2,500円相当 | ◇店舗又はオンラインショップで利用可能。 ※「当社オンラインショップ」には楽天市場は含みません。 ■継続保有期間について 基準日である３月 31 日から半年前の９月 30 日現在の当社株主名簿に同一株主番号で記載又は記録されており、保有株式数が 100 株以上であることが条件となります。 / 300株以上 | 【半年以上保有】 8,000円相当 / 500株以上 | 【半年以上保有】 14,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
2938	オカムラ食品工業	スタンダード（内国株式）	3050	食料品	1	食品	-	-	1438.0	0.56	8.0	0.53	8.0	0.56	配当あり	いいえ	31.21	3.8	722.6	1682.0	1019.0	Consumer Defensive	あり	自社商品: 100株以上 | 3,000円相当 | ■贈呈時期 8月中旬より / 300株以上 | 5,500円相当 / 600株以上 | 8,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
2961	日本調理機	スタンダード（内国株式）	3550	金属製品	3	建設・資材	-	-	6700.0	1.34	90.0	1.36	90.0	1.34	配当あり	いいえ	13.18	0.98	74.7	7610.0	3900.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
2962	テクニスコ	スタンダード（内国株式）	3550	金属製品	3	建設・資材	-	-	1888.0						配当未取得			10.91	173.6	2022.0	261.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
296A	令和アカウンティング・ホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	756.0	4.37	33.0	4.39	33.0	4.37	配当あり	いいえ	20.01	10.71	282.8	889.0	611.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
2970	ＧＬＣ　ＧＲＯＵＰ	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	1143.0						配当未取得		11.96	3.22	189.5	1274.0	750.0	Real Estate	あり	デジタルギフト: 400株以上 | 【半年以上保有】 20,000円相当（年間　40,000円相当） | ◇対象となる交換先：PayPay マネーライト/ Amazon ギフトカード/ QUO カード Pay / d ポイント/au PAYギフトカードなど ※制度導入初回となる 2026 年６月末日の基準日に限り、継続保有期間を問わず、400株以上保有されている全ての株主様を対象。 ■継続保有期間について 「継続保有期間が半年以上」とは、株主名簿基準日（６月末または 12 月末）の株主名簿に 400 株以上の保有記録が同一株主番号で２回以上連続している場合をいいます。 ■贈呈時期各基準日から２	400	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2975	スター・マイカ・ホールディングス	プライム（内国株式）	8050	不動産業	17	不動産	7	TOPIX Small 2	1559.0	3.27	51.0	3.28	51.0	3.27	配当あり	いいえ	12.63	1.68	591.5	1846.0	917.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
2978	ツクルバ	グロース（内国株式）	8050	不動産業	17	不動産	-	-	345.0						配当未取得		57.5	2.02	40.4	637.0	329.0	Real Estate	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
297A	アルピコホールディングス	スタンダード（内国株式）	6100	小売業	14	小売	-	-	210.0	2.38	5.0	2.39	5.0	2.38	配当あり	いいえ	7.66	0.93	144.9	260.0	206.0	Industrials	あり	グループ共通優待券: 500株以上 | ・共通優待券2,000円相当 （500円相当×4枚） | ■優待券の利用可能施設：店舗直営売場「デリシア」、「ユーパレット」、ホテル・旅館「ホテルブエナビスタ」「アルピコプラザホテル」「エースイン松本」「上高地ルミエスタホテル」「美ヶ原温泉 翔峰」「諏訪別邸 朱白」の宿泊料及び直営レストラン・売店 ※支払い金額 1,000円（税込）ごとに、優待券１枚（500円）利用可能。 ■有効期間：毎年７月１日～翌年６月30日まで（１年間） / 1,000株以上 | ・共通優待券5,000円相当 （500円相当×10枚） ・鉄道上高地線（松本駅～新島々駅）片道乗車券 	500	高			OK	OK	OK	通常掲載可	OK	OK
2980	ＳＲＥホールディングス	プライム（内国株式）	8050	不動産業	17	不動産	7	TOPIX Small 2	2309.0	0.87	20.0	0.85	20.0	0.87	配当あり	いいえ	20.34	2.38	372.1	4150.0	2278.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
2981	ランディックス	グロース（内国株式）	8050	不動産業	17	不動産	-	-	1956.0	2.86	56.0	2.8	56.0	2.86	配当あり	いいえ	6.04	1.13	111.4	2970.0	1600.0	Real Estate	あり	プレミアム優待倶楽部ポイント: 400株以上 | 1,500ポイント | ※毎年6月末、12月末の株主名簿に記載されている400株以上保有する株主に贈呈。 ※「ランディックス・プレミアム優待倶楽部」において、食品、電化製品、旅行、及び体験ギフトなど 5,000点以上の商品とポイントを交換できる。 ※ポイントの繰越は１回（次回）。 ■継続保有期間について ・毎年6月末日の株主名簿に記載された株主を対象に進呈される株主優待ポイントは、12月末日の株主名簿に同一株主番号で記載された場合のみ繰越せる。(1回まで) ・毎年12月末日の株主名簿に記載された株主を対象に進呈される株主優待ポイントは、翌年6月	400	高			OK	OK	OK	通常掲載可	OK	OK
2982	ＡＤワークスグループ	プライム（内国株式）	8050	不動産業	17	不動産	-	-	411.0	4.87	20.0	4.9	20.0	4.87	配当あり	いいえ	6.09	1.23	202.9	519.0	283.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
2983	アールプランナー	グロース（内国株式）	8050	不動産業	17	不動産	-	-	1430.0	3.15	45.0	3.22	45.0	3.15	配当あり	いいえ	6.21	1.86	152.6	2400.0	837.5	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
2984	ヤマイチエステート	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	708.0	4.38	31.0	4.35	31.0	4.38	配当あり	いいえ	9.55	0.44	61.4	791.0	664.0	Real Estate	あり	プレミアム優待倶楽部ポイント: 800株以上 | 【3年未満保有】 5,000ポイント 【3年以上保有】 10,000ポイント | ※「ヤマイチ・ユニハイムエステート・プレミアム優待倶楽部」において、食品、電化製品、旅行、及び体験ギフトなど 5,000点以上の商品とポイントを交換できる。 ※ポイントの繰越は１回（次回）。 ■継続保有期間について 2026 年 3 月 31 日を初回判定日とし、2023 年 3 月 31 日以降の各基準日において、同一株主番号で連続 4 回以上記載又は記録され、かつ 800 株以上を継続保有されている株主様を長期保有の対象といたします。 ※1ポイント≒1円相当。	800	高			OK	OK	OK	通常掲載可	OK	OK
2986	ＬＡホールディングス	グロース（内国株式）	8050	不動産業	17	不動産	-	-	8520.0	3.43	292.0	3.41	292.0	3.43	配当あり	いいえ	9.85	2.22	651.0	11870.0	5970.0	Real Estate	あり	デジタルギフト: 100株以上 | 500円相当 | ※2026年7月1日を効力発生日とする1：3の株式分割が予定されています。 ※必要株数は分割後を表示しています。 ◇対象となる交換先：PayPay マネーライト／QUO カードPay／Amazon ギフトカード／Visa e ギフト vanilla／楽天ポイントギフト／d ポイント／au PAY ギフトカード／WAON POINT 等 ■贈呈時期 確定日から3カ月以内	100	高			OK	OK	OK	通常掲載可	OK	OK
298A	ＧＶＡ　ＴＥＣＨ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	305.0						配当未取得			4.79	14.1	930.0	266.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
2991	ランドネット	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	557.0	1.99	11.1	1.97	11.1	1.99	配当あり	いいえ	5.87	1.06	133.4	823.5	534.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
2993	長栄	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	2084.0	4.8	100.0	4.65	100.0	4.8	配当あり	いいえ	9.29	0.74	91.4	2749.0	2010.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
2997	ストレージ王	グロース（内国株式）	8050	不動産業	17	不動産	-	-	936.0						配当未取得		14.78	1.5	17.3	1275.0	862.0	Real Estate	あり	トランクルーム割引､デジタルギフト: 100株以上 | 【1年未満保有】 1、デジタルギフト　3,000円相当 2、トランクルーム割引券　2,000円相当 【1年以上保有】 1、デジタルギフト　4,000円相当 2、トランクルーム割引券　3,000円相当 | ■継続保有期間について 継続保有期間1年以上とは、2025年1月31日を初回として、株主名簿基準日（1月31日および7月31日）の当社株主名簿に、同一株主番号で連続して3回以上記載または記録されていることをいいます。 ■贈呈時期 毎年、4月上旬の株主総会招集通知に案内同封。 / 500株以上 | 【1年未満保有】 1、デジタルギフト　5,	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
