コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
6134	ＦＵＪＩ	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	7991.0	2.38	190.0	2.38	190.0	2.38	配当あり	いいえ	44.64	3.02	7025.1	8740.0	2579.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6135	牧野フライス製作所	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	15340.0	2.35	360.0	2.35	360.0	2.35	配当あり	いいえ	17.09	1.37	3588.3	15940.0	10370.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6136	オーエスジー	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	3628.0	2.32	84.0	2.32	84.0	2.32	配当あり	いいえ	23.75	1.63	2980.4	3766.0	1691.5	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6137	小池酸素工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1496.0	3.34	50.0	3.34	50.0	3.34	配当あり	いいえ	9.12	0.67	315.8	2432.0	1206.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6138	ダイジェット工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1106.0	3.16	35.0	3.16	35.0	3.16	配当あり	いいえ	4.19	0.35	32.9	1244.0	828.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6140	旭ダイヤモンド工業	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1217.0	2.79	34.0	2.79	34.0	2.79	配当あり	いいえ	29.76	0.94	585.8	1735.0	711.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6141	ＤＭＧ森精機	プライム（内国株式）	3600	機械	8	機械	4	TOPIX Mid400	3516.0	2.99	105.0	2.99	105.0	2.99	配当あり	いいえ	104.18	1.46	4961.1	3940.0	2307.5	Industrials	あり	ジャパン・ナショナル・オーケストラ（JNO）コンサートご招待: 500株以上 | 【1年以上保有株主】 反田恭平プロデュースJapan National Orchestraのコンサートに招待。 対象の株主1名につき1枚もしくは2枚。 ※コンサートへの参加が難しい場合にはJNOのCDを送付。 ※開催日時等は企業HPにてご確認ください。 https://www.dmgmori.co.jp/movie_library/movie/id=7994	500	高			OK	OK	OK	通常掲載可	OK	OK
6143	ソディック	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	1989.0	1.46	29.0	1.46	29.0	1.46	配当あり	いいえ	23.87	1.7	993.1	2136.0	807.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6144	西部電機	スタンダード（内国株式）	3600	機械	8	機械	-	-	2816.0	3.2	90.0	3.2	90.0	3.2	配当あり	いいえ	12.08	1.26	423.2	3460.0	1871.0	Industrials	あり	オリジナルQUOカード: 100株以上 | 1,000円相当 | ■贈呈時期 毎年6月下旬	100	高			OK	OK	OK	通常掲載可	OK	OK
6145	ＮＩＴＴＯＫＵ	スタンダード（内国株式）	3600	機械	8	機械	-	-	2979.0	2.75	82.0	2.75	82.0	2.75	配当あり	いいえ	14.62	1.25	502.7	3460.0	1741.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6146	ディスコ	プライム（内国株式）	3600	機械	8	機械	2	TOPIX Large70	78510.0	0.64	505.0	0.64	505.0	0.64	配当あり	いいえ	62.89	14.49	85158.0	91680.0	37260.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
6147	ヤマザキ	スタンダード（内国株式）	3600	機械	8	機械	-	-	163.0	6.13	10.0	6.13	10.0	6.13	配当あり	いいえ		0.7	7.2	368.0	159.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6149	小田原エンジニアリング	スタンダード（内国株式）	3600	機械	8	機械	-	-	2101.0	3.33	70.0	3.33	70.0	3.33	配当あり	いいえ	5.19	0.65	120.2	2950.0	1835.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6150	タケダ機械	スタンダード（内国株式）	3600	機械	8	機械	-	-	2680.0	2.99	80.0	2.99	80.0	2.99	配当あり	いいえ	9.58	0.46	24.6	3470.0	2666.0	Industrials	あり	プレミアム優待倶楽部ポイント: 100株以上 | 3,000ポイント | ※株主限定の特設 Web サイト「タケダ機械・プレミアム優待倶楽部」において、お米やブランド牛などのこだわりグルメ、スイーツや飲料類、銘酒、家電製品、選べる体験ギフトなど5,000種類以上の商品から優待ポイントに応じて交換できます。 ※1ポイント＝1円相当。 ※ポイントは次年度へ繰り越すことができる（1回のみ）。 ■継続保有期間について 翌年5月末日の当社の株主名簿に同一株主番号で連続2回以上記載され、かつ100株以上継続保有されている場合にのみ繰越しができます。 ※株主優待ポイントは共通株主優待コイン「WILLsCoi	100	高			OK	OK	OK	通常掲載可	OK	OK
6151	日東工器	プライム（内国株式）	3600	機械	8	機械	7	TOPIX Small 2	1729.0	1.85	32.0	1.85	32.0	1.85	配当あり	いいえ	15.08	0.53	324.3	1940.0	1555.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6155	高松機械工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	495.0	2.02	10.0	2.02	10.0	2.02	配当あり	いいえ		0.33	53.4	549.0	445.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6156	エーワン精密	スタンダード（内国株式）	3600	機械	8	機械	-	-	2004.0	4.99	100.0	4.99	100.0	4.99	配当あり	いいえ		1.4	101.0	2086.0	1688.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6157	日進工具	スタンダード（内国株式）	3600	機械	8	機械	7	TOPIX Small 2	939.0	3.19	30.0	3.19	30.0	3.19	配当あり	いいえ	16.08	1.27	220.5	984.0	705.0	Industrials	あり	オリジナルQUOカード: 100株以上 | 【3年以上保有】 2,000円相当 | ■継続保有期間について 保有年数3年以上とは、株主名簿基準日（3月31日及び9月30日）の株主名簿に7回以上連続して、同一株主番号で100株以上の保有記録が記載または記録されること。	100	高			OK	OK	OK	通常掲載可	OK	OK
6158	和井田製作所	スタンダード（内国株式）	3600	機械	8	機械	-	-	989.0	3.64	36.0	3.64	36.0	3.64	配当あり	いいえ	23.36	0.61	64.5	1346.0	836.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6159	ミクロン精密	スタンダード（内国株式）	3600	機械	8	機械	-	-	1953.0	0.61	12.0	0.61	12.0	0.61	配当あり	いいえ	13.85	0.64	90.2	2916.0	1485.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6161	エスティック	スタンダード（内国株式）	3600	機械	8	機械	-	-	1080.0	2.87	31.0	2.87	31.0	2.87	配当あり	いいえ	9.25	0.95	107.7	1131.0	933.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6165	パンチ工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	511.0	3.91	20.0	3.91	20.0	3.91	配当あり	いいえ	16.53	0.61	140.7	579.0	368.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6166	中村超硬	グロース（内国株式）	3600	機械	8	機械	-	-	566.0						配当未取得		22.58	5.69	62.4	1208.0	247.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6167	冨士ダイス	プライム（内国株式）	3600	機械	8	機械	7	TOPIX Small 2	979.0	8.17	80.0	8.17	80.0	8.17	配当あり	いいえ	33.67	0.94	191.7	1615.0	722.0	Industrials	なし			高	高利回り要確認	配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
6171	土木管理総合試験所	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	386.0	3.11	12.0	3.11	12.0	3.11	配当あり	いいえ	11.36	1.04	54.9	573.0	348.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6173	アクアライン	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-							配当未取得								なし			高	yfinanceデータなし / 株価未取得 / 配当未取得	1株配当が取得できていない / yfinanceで株価・配当データが取得できなかった / 株価が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	データなし	OK
6176	ブランジスタ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	872.0	3.44	30.0	3.44	30.0	3.44	配当あり	いいえ	5.91	1.85	126.2	1018.0	632.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
6177	ＡｐｐＢａｎｋ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	75.0						配当未取得			2.18	18.9	522.0	72.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6178	日本郵政	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	2	TOPIX Large70	2161.0	2.78	60.0	2.78	60.0	2.78	配当あり	いいえ	16.72	0.62	60644.5	2361.0	1318.0	Financial Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
6180	ＧＭＯメディア	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	3770.0	5.57	210.0	5.57	210.0	5.57	配当あり	いいえ	10.64	2.38	67.7	6170.0	3440.0	Communication Services	あり	グループ金融サービス: 100株以上 | 【継続保有6カ月以上】 ■当社株式買付代金×0.03％（小数点以下切り上げ）に相当するビットコインを GMOコイン株式会社の暗号資産取引口座に付与（上限10,000円） ※GMO コイン株式会社に暗号資産取引口座を開設していただく必要があります。 （現物買付取引、信用新規買取引、信用返済買取引） | ■継続保有期間について 100株以上を基準日（12月末日、6月末日）とその6ヶ月前に、同じ株主番号で連続して株主名簿に記載または記録されていること。	100	高			OK	OK	OK	通常掲載可	OK	OK
6181	タメニー	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	73.0						配当未取得			12.78	32.8	145.0	68.0	Consumer Cyclical	あり	自社サービス利用券: 100株以上 | ◆自社サービス割引利用優待 （優待内容） 1、パートナーエージェント（婚活支援サービス） 入会時登録料無料優待券 （30,000円分）1枚 （パートナーエージェント ONLINE 入会時登録料 10,000円分無料） 2、スマ婚・ラフスタ（挙式披露宴等プロデュース） 割引優待券（50,000円分）１枚（税別ご利用金額が50万円以上で利用可能） 3、２次会くん（結婚式二次会プロデュース）割引優待券（30,000円分）１枚（税別ご利用金額が30万円以上で利用可能） 4、ウエディングフォト「LUMINOUS」割引優待券（20,000円分） 1枚 5、ライフプラ	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6182	メタリアル	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	527.0						配当未取得		118.96	2.86	57.4	706.0	378.0	Technology	あり	自社グループサービス: 100株以上 | ◇以下のいずれかのサービスを選択。 ①「Metareal AI カレッジ」の無料利用 ②「オンヤク」２ヶ月体験プラン （10 万円相当） | ■サービス内容 ①「Metareal AI カレッジ」 業務効率化や生産性向上を目指す株主様向けに、AI の基礎から応用までを学べる 30 本以上、合計 10 時間以上の動画コンテンツを無償で提供。 ②「オンヤク」 Teams、Zoom およびその他の Web 会議システム、オフライン会議や動画にも対応したリアルタイム音声翻訳・文字起こしツールです。100 言語以上の外国語に対応しています。 《案内時期》 ４〜５	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6183	ベルシステム２４ホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	1335.0	4.49	60.0	4.49	60.0	4.49	配当あり	いいえ	12.14	1.34	992.5	1555.0	1255.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6184	鎌倉新書	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	456.0	4.39	20.0	4.39	20.0	4.39	配当あり	いいえ	22.28	3.33	187.8	698.0	444.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
6185	ＳＭＮ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	382.0						配当未取得		12.84	1.27	55.9	520.0	355.0	Communication Services	あり	プレミアム優待倶楽部ポイント: 1,000株以上 | 8,000ポイント | ※株主限定の特設インターネットサイトにおいて、その株主優待ポイントと食品、電化製品、ギフト、旅行・体験、雑貨など 5,000点以上の優待商品に交換できる。 ■進呈条件 毎年3月末日現在の株主名簿に、10単元（1,000株）以上保有する株主様として記載又は記録されること。 ■繰越条件 翌年3月末日において株主名簿に同一株主番号で連続2回以上記載され、かつ10単元（1,000株）以上　継続保有されている場合のみ繰り越せます（最大1回まで）。 ※1ポイント≒1円相当。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主	1000	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6186	一蔵	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	375.0	4.0	15.0	4.0	15.0	4.0	配当あり	いいえ		0.76	20.7	417.0	359.0	Consumer Cyclical	あり	自社グループ優待券: 100株以上 | ◆以下より1点を選択 《和装事業》) 1、10万円以上[税込]の場合、1万円割引 2、10万円未満[税込]の場合、5,000円割引 一蔵、オンディーヌ、いち瑠、銀座いち利、ラブリスで利用可能。 《ウェディング事業》 3、チャペルコンサート＆ディナー割引券 ・1人3,000円割引（1枚で2名利用可） 4、結婚式場ランチ ・1人3,000円割引（1枚で2名利用可） 5、レストラン（自社・提携） ・1人3,000円割引（1枚で2名利用可） 6、フラワーギフト ・5,500円以上[税込]注文の場合、3,000円割引 7、フォトプラン ・Studio Merlin	100	高			OK	OK	OK	通常掲載可	OK	OK
6189	グローバルキッズＣＯＭＰＡＮＹ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	965.0	4.15	40.0	4.15	40.0	4.15	配当あり	いいえ	26.24	1.15	92.0	1123.0	687.0	Industrials	あり	デジタルギフト: 500株以上 | 【半年以上保有】 giftee Box 10,000ポイント （年間　20,000ポイント） | ◇ポイントは、様々なラインナップの中から進呈された「ギフトポイント」内でお好きな商品と交換することができます。 ■継続保有期間について 基準日（毎年３月末、９月末）現在の株主名簿において、同一の株主番号にて 500 株以上の保有が２回連続（３月末及び９月末）で記載または記録されている株主様を対象といたします。 ■贈呈時期 ６月下旬及び 12 月下旬を予定	500	高			OK	OK	OK	通常掲載可	OK	OK
6190	フェニックスバイオ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	324.0						配当未取得		10.52	0.85	13.2	724.0	321.0	Healthcare	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6191	エアトリ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	748.0	1.34	10.0	1.34	10.0	1.34	配当あり	いいえ	6.15	0.99	166.8	1074.0	660.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
6193	バーチャレクス・ホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	988.0	1.52	15.0	1.52	15.0	1.52	配当あり	いいえ		1.69	28.0	1194.0	766.0	Technology	あり	QUOカード: 200株以上 | 5,000円相当（年間　10,000円相当） | ■贈呈時期 基準日から3カ月以内	200	高			OK	OK	OK	通常掲載可	OK	OK
6194	アトラエ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	693.0	9.38	65.0	9.38	65.0	9.38	配当あり	いいえ	14.14	3.14	154.6	859.0	618.0	Industrials	あり	プレミアム優待倶楽部ポイント（電子マネー）: 500株以上 | 【1年以上保有】※ 3,000ポイント | ◇株主限定の特設ウェブサイトにおいて、進呈された株主優待ポイントを電子マネー（1 ポイント＝1 円相当として交換可能な Amazon ギフトカード）、商品、サービス等と交換することが可能です。また、他のプレミアム優待倶楽部導入企業様の株主優待ポイントと合算可能な共通株主優待コイン「WILLsCoin」への交換も可能です。 ※2026年10月末は、初回に限り継続保有期間の制限はありません。 ■継続保有期間について 前年 10 月末日（起算日）、当年 4 月末日及びポイント数が確定する当年 	500	高	高利回り要確認	配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
6195	ホープ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	209.0	2.18	4.55	2.18	4.55	2.18	配当あり	いいえ	11.57	2.73	28.3	267.0	184.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
6196	ストライクグループ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	6	TOPIX Small 1	1242.0	14.49	180.0	14.49	180.0	14.49	配当あり	いいえ	14.81	3.59	715.5	1553.33	1166.0	Financial Services	なし			高	高利回り要確認	1株配当が株価の10%以上 / 配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
6197	ソラスト	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	1109.0	1.98	22.0	1.98	22.0	1.98	配当あり	いいえ	27.17	4.29	1004.2	1119.0	411.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
6198	キャリア	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	234.0						配当未取得			1.06	19.7	329.0	220.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6199	セラク	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	1150.0	1.51	17.4	1.51	17.4	1.51	配当あり	いいえ	10.24	1.62	151.6	1779.0	1091.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
6200	インソース	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	6	TOPIX Small 1	588.0	5.02	29.5	5.02	29.5	5.02	配当あり	いいえ	11.78	3.98	493.9	1028.0	564.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
6201	豊田自動織機	プライム（内国株式）	3700	輸送用機器	6	自動車・輸送機	-	-							配当未取得								なし			高	yfinanceデータなし / 株価未取得 / 配当未取得	1株配当が取得できていない / yfinanceで株価・配当データが取得できなかった / 株価が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	データなし	OK
6203	豊和工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1607.0	1.24	20.0	1.24	20.0	1.24	配当あり	いいえ	26.18	0.92	194.0	2030.0	959.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6208	石川製作所	スタンダード（内国株式）	3600	機械	8	機械	-	-	1691.0	1.18	20.0	1.18	20.0	1.18	配当あり	いいえ	16.53	1.72	105.5	3135.0	1316.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6209	リケンＮＰＲ	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	3900.0	5.38	210.0	5.38	210.0	5.38	配当あり	いいえ	7.49	0.65	1049.3	4570.0	2322.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
6217	津田駒工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	1049.0						配当未取得			2.55	67.0	2710.0	331.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6218	エンシュウ	スタンダード（内国株式）	3600	機械	8	機械	-	-	580.0	2.07	12.0	2.07	12.0	2.07	配当あり	いいえ	15.45	0.34	36.6	608.0	426.0	Industrials	あり	QUOカード: 500株以上 | 【1年以上保有】 1,000円相当 【3年以上保有】 2,000円相当 【5年以上保有】 3,000円相当 | ■継続保有期間について 毎年3月31日時点の当社株主名簿に、同一株主番号で連続して所定の回数以上記録されている株主さまといたします。 1年以上継続保有：連続して2回以上 3年以上継続保有：連続して4回以上 5年以上継続保有：連続して6回以上 ■贈呈時期 7月上旬 / 1,500株以上 | 【1年以上保有】 3,000円相当 【3年以上保有】 4,000円相当 【5年以上保有】 5,000円相当	500	高			OK	OK	OK	通常掲載可	OK	OK
6222	島精機製作所	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	854.0	2.34	20.0	2.34	20.0	2.34	配当あり	いいえ	33.9	0.35	289.7	1160.0	852.0	Industrials	あり	自社オリジナル企画品、株主優待割引券: 100株以上 | ・直営飲食施設での取扱商品 | ■贈呈時期 10月頃 / 300株以上 | ・オリジナル企画品（ベーシック） / 1,000株以上 | ・オリジナル企画品（スタンダード） / 2,000株以上 | ・オリジナル企画品（プレミアム）	100	高			OK	OK	OK	通常掲載可	OK	OK
6223	西部技研	スタンダード（内国株式）	3600	機械	8	機械	-	-	2438.0	2.87	70.0	2.87	70.0	2.87	配当あり	いいえ	14.12	1.51	473.8	2650.0	1516.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6224	ＪＲＣ	グロース（内国株式）	3600	機械	8	機械	-	-	1321.0	2.27	30.0	2.27	30.0	2.27	配当あり	いいえ	12.61	2.92	170.7	1826.0	1050.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6226	守谷輸送機工業	スタンダード（内国株式）	3600	機械	8	機械	-	-	2239.0	1.7	38.0	1.7	38.0	1.7	配当あり	いいえ	19.12	2.65	789.9	3230.0	1817.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6227	ＡＩメカテック	スタンダード（内国株式）	3600	機械	8	機械	-	-	6590.0	0.26	17.0	0.26	17.0	0.26	配当あり	いいえ	41.49	9.15	1239.7	9310.0	1018.33	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
6228	ジェイ・イー・ティ	スタンダード（内国株式）	3600	機械	8	機械	-	-	512.0						配当未取得			0.69	67.2	1197.0	499.0	Technology	あり	自社グループ商品: 500株以上 | 【1年以上保有】 ・トマピカルネクター350ml | ■継続保有期間について 【1年以上保有】とは、６月30日及び12月31日現在の当社株主名簿に同一株主番号で連続して３回以上かつ500株以上の保有が記録されていることが条件。 / 1,000株以上 | 【1年以上保有】 ・トマピカルネクター700ml	500	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6229	オーケーエム	スタンダード（内国株式）	3600	機械	8	機械	-	-	1467.0	3.41	50.0	3.41	50.0	3.41	配当あり	いいえ	8.25	0.6	64.1	2395.0	1215.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6230	ＳＡＮＥＩ	スタンダード（内国株式）	3600	機械	8	機械	-	-	2191.0	3.47	76.0	3.47	76.0	3.47	配当あり	いいえ	8.22	0.66	100.3	2415.0	2001.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6231	木村工機	スタンダード（内国株式）	3600	機械	8	機械	-	-	11320.0	1.77	200.0	1.77	200.0	1.77	配当あり	いいえ	12.3	2.86	399.2	17030.0	9290.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6232	ＡＣＳＬ	グロース（内国株式）	3600	機械	8	機械	-	-	1673.0						配当未取得			11.07	320.0	4130.0	836.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
6233	ＫＬＡＳＳ	スタンダード（内国株式）	3600	機械	8	機械	-	-	385.0	2.6	10.0	2.6	10.0	2.6	配当あり	いいえ	13.89	0.63	20.1	478.0	373.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
6235	オプトラン	プライム（内国株式）	3600	機械	8	機械	6	TOPIX Small 1	3960.0	1.41	56.0	1.41	56.0	1.41	配当あり	いいえ	54.05	1.96	1579.8	4910.0	1461.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
