コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
7992	セーラー万年筆	スタンダード（内国株式）	3800	その他製品	10	情報通信・サービスその他	-	-	101.0						配当未取得			2.8	29.9	154.0	99.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7994	オカムラ	プライム（内国株式）	3800	その他製品	10	情報通信・サービスその他	6	TOPIX Small 1	2330.0	4.51	105.0	4.51	105.0	4.51	配当あり	いいえ	9.84	1.08	2205.9	2761.0	2148.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7995	バルカー	プライム（内国株式）	3200	化学	4	素材・化学	6	TOPIX Small 1	7260.0	2.34	170.0	2.34	170.0	2.34	配当あり	いいえ	24.94	2.39	1279.2	8660.0	3005.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7997	くろがね工作所	スタンダード（内国株式）	3800	その他製品	10	情報通信・サービスその他	-	-	1000.0	2.0	20.0	2.0	20.0	2.0	配当あり	いいえ	4.21	0.35	16.7	1194.0	728.0	Consumer Cyclical	あり	QUOカード: 100株以上 | 【半年未満保有】 1,000円相当 【半年以上保有】※1 1,500円相当 | ※1、2027年11月末日より【1年以上保有】株主が対象となります。継続保有期間が「半年以上」とは 2026 年５月末日、および 2026 年 11 月末日現在において、当社株主名簿に、同一の株主番号で記載の保有株式数以上の保有が６か月以上継続して記載または記録されている株主様とさせていただきます。 ■継続保有期間について 毎年、前年 11 月末日、当年５月末日、および 11 月末日現在において、当社株主名簿に、同一の株主番号で記載の保有株式数以上の保有が１年以上継続して記載または	100	高			OK	OK	OK	通常掲載可	OK	OK
7999	ＭＵＴＯＨホールディングス	スタンダード（内国株式）	3650	電気機器	9	電機・精密	-	-							配当未取得								なし			高	yfinanceデータなし / 株価未取得 / 配当未取得	1株配当が取得できていない / yfinanceで株価・配当データが取得できなかった / 株価が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	データなし	OK
8001	伊藤忠商事	プライム（内国株式）	6050	卸売業	13	商社・卸売	1	TOPIX Core30	1833.5	2.4	44.0	2.4	44.0	2.4	配当あり	いいえ	14.33	1.94	128160.1	2286.5	1488.2	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8002	丸紅	プライム（内国株式）	6050	卸売業	13	商社・卸売	2	TOPIX Large70	4692.0	2.45	115.0	2.45	115.0	2.45	配当あり	いいえ	14.2	1.76	76714.4	6328.0	2876.5	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8005	スクロール	プライム（内国株式）	6100	小売業	14	小売	7	TOPIX Small 2	1631.0	5.95	97.0	5.95	97.0	5.95	配当あり	いいえ	20.2	1.46	551.5	1805.0	1039.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
8006	ユアサ・フナショク	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	1450.0	2.28	33.0	2.28	33.0	2.28	配当あり	いいえ	11.31	0.59	256.1	1990.0	1090.0	Consumer Defensive	あり	自社製品（お米）、プライベートブランド商品: 200株以上 | 2,000円相当 / 2,000株以上 | 3,500円相当 / 4,000株以上 | 5,000円相当	200	高			OK	OK	OK	通常掲載可	OK	OK
8007	高島	プライム（内国株式）	6050	卸売業	13	商社・卸売	-	-	751.0	6.13	46.0	6.13	46.0	6.13	配当あり	いいえ	20.88	1.1	255.9	940.0	680.0	Basic Materials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8008	ヨンドシーホールディングス	プライム（内国株式）	6100	小売業	14	小売	6	TOPIX Small 1	1922.0	4.42	85.0	4.42	85.0	4.42	配当あり	いいえ	23.04	1.01	412.7	1928.0	1688.0	Consumer Cyclical	あり	株主優待券、自社商品、寄付: 100株以上 | 【1年以上保有】 ◆以下より1点を選択 1、株主優待券 2,000円相当※ 2、オリジナルQUOカード 500円相当 3、日本水フォーラムへの寄付 1,000円相当 | ※利用可能店舗について ・自社グループ運営店舗 (一部対象外) ・自社グループ運営オン ラインショップ ■継続保有期間について 継続して 1 年以上の保有とは、2 月末、8 月末の当社株主名簿に、同一の株主番号で最低 3 回以上連続して 100 株以上の保有が記載または記録されていることを指します。 / 500株以上 | 【1年以上保有】 ◆以下より1点を選択 1、株主優待券 8	100	高			OK	OK	OK	通常掲載可	OK	OK
8011	三陽商会	プライム（内国株式）	3100	繊維製品	4	素材・化学	7	TOPIX Small 2	3950.0	2.46	97.0	2.46	97.0	2.46	配当あり	いいえ	10.07	0.98	393.7	4785.0	2560.0	Consumer Cyclical	あり	株主優待セール、SMSポイント: 100株以上 | ■春、秋の年2回東京会場で実施 -出品内容：紳士服、婦人服、雑貨類等 ※1、過去に転売を目的として購入した事が判明した場合、会場への入場ができない。 ※2、転売を目的とする業者と類似する購入方法はできない。 ※3、同品番・同色商品の販売数量は、1購入当たり1人1点まで。 ■特別企画「株主様オンラインストアご優待」 公式オンラインストア(SANYO ONLINE STORE、CRESTBRIDGE ONLINE STORE)でご利用いただける特別ご優待を期間限定で実施します。(通常価格商品 20％OFF) 期間：2026年4月1日（水）昼12時	100	高			OK	OK	OK	通常掲載可	OK	OK
8012	長瀬産業	プライム（内国株式）	6050	卸売業	13	商社・卸売	4	TOPIX Mid400	1170.0	2.39	28.0	2.39	28.0	2.39	配当あり	いいえ	14.84	1.12	4771.6	1257.0	684.38	Basic Materials	あり	電子マネー: 400株以上 | 【半年以上保有株主】 1,500円相当 【3年以上保有株主】 3,000円相当 | ◇対象となる交換先例：PayPayポイント、Amazon、Ｖプリカギフト、楽天Edy、nanacoギフト、Appole Gift Card、QUOカードPay、au PAY、GOチケット　※変更となる可能性がある ■継続保有期間について 毎年3月31日および9月30日の当社株主名簿に、同一株主番号で400株以上の保有が、下記のとおり継続して記録されていることを指します。 半年以上：2回以上　3年以上：7回以上 ■贈呈時期 6月上旬 / 1,200株以上 | 【半年以上保有株主】 	400	高			OK	OK	OK	通常掲載可	OK	OK
8013	ナイガイ	スタンダード（内国株式）	3100	繊維製品	4	素材・化学	-	-	340.0						配当未取得		52.88	0.39	26.6	450.0	260.0	Consumer Cyclical	あり	自社オンラインショップ利用ポイント: 100株以上 | 1,100ポイント | ■当社オンラインショップで利用できる ポイントを付与する。(1ポイント＝1円)。 ※6ヵ月以上継続保有の株主を対象。 ■継続保有期間について 毎年７月31日および１月31日時点の当社株主名簿に継続して、同一の株主番号で登録されている株主様をもとに算出いたします。 / 200株以上 | 2,200ポイント / 500株以上 | 5,500ポイント / 1,000株以上 | 11,000ポイント	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
8014	蝶理	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	3850.0	4.47	172.0	4.47	172.0	4.47	配当あり	いいえ	7.9	0.93	948.9	4745.0	3405.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8015	豊田通商	プライム（内国株式）	6050	卸売業	13	商社・卸売	2	TOPIX Large70	5958.0	2.11	126.0	2.11	126.0	2.11	配当あり	いいえ	16.98	1.99	62903.1	7559.0	3163.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8016	オンワードホールディングス	プライム（内国株式）	3100	繊維製品	4	素材・化学	6	TOPIX Small 1	727.0	4.54	33.0	4.54	33.0	4.54	配当あり	いいえ	9.79	1.06	988.8	842.0	576.0	Consumer Cyclical	あり	自社グループ製品: 1,000株以上 | 【1年以上保有】 3,000円相当 【3年以上保有】 5,000円相当 | ■継続保有期間について 「保有期間１年以上」とは、毎年２月末日の当社株主名簿に同一株主番号で２回または３回連続して記載または記録されていることとします。 「保有期間３年以上」とは、毎年２月末日の当社株主名簿に同一株主番号で４回以上連続して記載または記録されていることとします。 【送付時期】 5月下旬 / 5,000株以上 | 【1年以上保有】 10,000円相当 【3年以上保有】 20,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
8018	三共生興	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	786.0	3.44	27.0	3.44	27.0	3.44	配当あり	いいえ	14.31	0.53	293.9	959.0	602.0	Consumer Cyclical	あり	割引クーポン、優待商品券: 100株以上 | ◇自社ＥＣサイトで開催する株主優待セール | 【送付時期】 毎年6月開催予定の定時株主総会終了後に発送する「定時株主総会決議ご通知」に同封予定。	100	高			OK	OK	OK	通常掲載可	OK	OK
8020	兼松	プライム（内国株式）	6050	卸売業	13	商社・卸売	4	TOPIX Mid400	2077.0	3.37	70.0	3.37	70.0	3.37	配当あり	いいえ	10.66	1.66	3456.4	2468.0	1353.5	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8022	美津濃	プライム（内国株式）	3800	その他製品	10	情報通信・サービスその他	6	TOPIX Small 1	3445.0	1.92	66.0	1.92	66.0	1.92	配当あり	いいえ	14.37	1.51	2619.7	4385.0	2503.0	Consumer Cyclical	あり	株主優待割引券、ゴルフスクール: 100株以上 | 10枚 | 20%割引 ■ミズノ直営店舗で利用可能 ※催し会場での販売や一部限定商品は対象外。 購入金額に一律5％のポイント付与 ・有効期限：発行日の翌年6月30日 （利用期間１年間） / 1,000株以上 | 20枚	100	高			OK	OK	OK	通常掲載可	OK	OK
8023	ＤＡＩＫＯ　ＸＴＥＣＨ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	937.0	4.06	38.0	4.06	38.0	4.06	配当あり	いいえ	8.22	0.86	118.7	1238.0	871.0	Technology	あり	QUOカード: 100株以上 | 【3年未満保有】 1,000円相当 【3年以上保有】 2,000円相当 | ■継続保有期間について 「継続保有期間３年以上」とは、毎年基準日である３月31日および９月30日現在の株主名簿に、同一の株主番号で、７回以上連続して記載又は記録されていることをいいます。 ■贈呈時期 権利確定日から3カ月以内	100	高			OK	OK	OK	通常掲載可	OK	OK
8025	ツカモトコーポレーション	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	1240.0	2.42	30.0	2.42	30.0	2.42	配当あり	いいえ	28.25	0.31	50.0	1431.0	1181.0	Consumer Cyclical	あり	自社企画商品: 100株以上 | 5,000円相当 | ■贈呈時期 毎年7月	100	高			OK	OK	OK	通常掲載可	OK	OK
8029	ルックホールディングス	スタンダード（内国株式）	3100	繊維製品	4	素材・化学	7	TOPIX Small 2	2654.0	3.77	100.0	3.77	100.0	3.77	配当あり	いいえ	13.42	0.49	198.7	2828.0	2320.0	Consumer Cyclical	あり	株主優待割引券: 100株以上 | 【3年未満保有】 4,000円相当 【3年以上保有】 5,000円相当 | ※商品券は一部店舗においても利用可能。 ■継続保有期間について 継続保有期間3年以上とは、毎年12月31日を基準日として12月31日および6月30日の株主名簿に同一株主番号で7回以上連続して記載または記録されていることとします。 ■贈呈時期 3月下旬頃 / 400株以上 | 【3年未満保有】 8,000円相当 【3年以上保有】 10,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
8030	中央魚類	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	3455.0	3.47	120.0	3.47	120.0	3.47	配当あり	いいえ	4.69	0.38	138.0	4450.0	3360.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
8031	三井物産	プライム（内国株式）	6050	卸売業	13	商社・卸売	1	TOPIX Core30	4508.0	3.11	140.0	3.11	140.0	3.11	配当あり	いいえ	15.5	1.46	127765.2	6675.0	2909.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8032	日本紙パルプ商事	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	1089.0	3.31	36.0	3.31	36.0	3.31	配当あり	いいえ	27.63	0.95	1200.0	1235.0	609.0	Basic Materials	あり	日用雑貨品: 500株以上 | 1ケース	500	高			OK	OK	OK	通常掲載可	OK	OK
8035	東京エレクトロン	プライム（内国株式）	3650	電気機器	9	電機・精密	1	TOPIX Core30	72920.0	0.99	722.0	0.99	722.0	0.99	配当あり	いいえ	58.14	16.02	331680.3	79800.0	19870.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
8037	カメイ	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	3455.0	3.76	130.0	3.76	130.0	3.76	配当あり	いいえ	8.88	0.61	1057.2	3645.0	2444.0	Energy	あり	QUOカード、カタログギフト: 100株以上 | 【1年以上保有】 QUOカードのみ 500円相当 | ※300株以上の株主は、 QUO カード又はカタログギフトを進呈。カタログギフトは、宮城県の特産品や寄付等の中から、いずれかひとつをお選びいただけます。 ■継続保有期間について 「1 年以上継続して保有」とは、基準日を 3 月 31 日とし、9 月 30 日及び 3 月 31 日の当社株主名簿に、同一株主番号で連続して 3 回以上かつ 100 株以上の保有が記載又は記録されていることが条件となります。 ※ 2026 年 3 月 31 日は、100 株以上の株式を保有する株主様は、初回に限り保	100	高			OK	OK	OK	通常掲載可	OK	OK
8039	築地魚市場	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	3720.0	0.94	35.0	0.94	35.0	0.94	配当あり	いいえ	21.41	1.17	82.7	4180.0	3360.0	Consumer Defensive	あり	自社グループ商品: 100株以上 | 3,000円相当 | ■水産加工品詰め合わせ 贈呈時期：毎年8月頃 / 200株以上 | 6,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
8040	東京ソワール	スタンダード（内国株式）	3100	繊維製品	4	素材・化学	-	-	1043.0	4.31	45.0	4.31	45.0	4.31	配当あり	いいえ	15.22	0.34	36.1	1303.0	856.0	Consumer Cyclical	あり	オンラインショップ・直営店の割引購入（デジタルギフト）: 100株以上 | ◆オンラインショップクーポンコード 1、公式オンラインショップ「東京ソワールオンラインストア」「formforma」「kuros’」「キャナルジーン」において、取扱商品を販売価格の20％割引で購入できる。 （一部除外商品がある。利用は、期間中の3回までとする。 なお、1回あたりの購入上限額は30万円。） 2、レンタルショップ「東京ソワール レンタルドレス」で利用可能。販売価格の20％割引。 ◆割引券 直営店「formforma」「kuros’」「キャナルジーン」各店舗にて、20％割引 割引券(3枚)を贈呈。 | ※利用	100	高			OK	OK	OK	通常掲載可	OK	OK
8041	ＯＵＧホールディングス	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	4185.0	4.11	172.0	4.11	172.0	4.11	配当あり	いいえ	4.2	0.55	225.9	4840.0	3310.0	Consumer Defensive	あり	自社取扱水産加工品: 100株以上 | 【3年未満保有】 2,500円相当(指定品) 【3年以上保有】 5,000円相当(1品選択) | ■継続保有期間について 継続保有3年以上とは、毎年9月30日および3月31日において、同一株主番号で7回以上連続して100株以上もしくは500株以上の保有株式数が株主名簿に記載または記録されていること。 【送付時期】 12月中旬 / 500株以上 | 【3年未満保有】 5,000円相当(指定品) 【3年以上保有】 10,000円相当(1品選択)	100	高			OK	OK	OK	通常掲載可	OK	OK
8043	スターゼン	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	1191.0	4.2	50.0	4.2	50.0	4.2	配当あり	いいえ	8.17	0.71	680.6	1385.0	1066.0	Consumer Defensive	あり	自社グループ製品、優待販売: 200株以上 | ・マックカード（Web申し込み限定） 1,000円相当 | ◇優待品の発送に代わり、社会貢献活動団体・組織等へ優待相当額を寄付することも可能。 ※600株以上の優待品に関してはハガキでの申し込みも可能だが、その場合は選択できる商品が異なる。 ※寄付の対象となる団体は、公益財団法人ドナルド・マクドナルド・ハウス・チャリティーズ・ジャパン / 600株以上 | ◇ミートギフト、または加工品ギフト 3,000円相当 / 1,000株以上 | ◇ミートギフト、または加工品ギフト 6,000円相当 / 6,000株以上 | ◇ミートギフト、または加工品ギフ	100	高			OK	OK	OK	通常掲載可	OK	OK
8045	横浜丸魚	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	1855.0	1.83	34.0	1.83	34.0	1.83	配当あり	いいえ	18.87	0.53	111.8	2060.0	994.0	Consumer Defensive	あり	QUOカード: 100株以上 | 1,000円相当 | ■送付時期 毎年6月上旬に送付する「定時株主総会招集ご通知」に同封。 / 500株以上 | 3,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
8046	丸藤シートパイル	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	842.0	9.03	76.0	9.03	76.0	9.03	配当あり	いいえ	7.61	0.44	145.2	1220.0	586.0	Basic Materials	なし			高	高利回り要確認	配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
8050	セイコーグループ	プライム（内国株式）	3750	精密機器	9	電機・精密	6	TOPIX Small 1	7860.0	1.15	90.0	1.15	90.0	1.15	配当あり	いいえ	29.24	3.66	6424.9	8180.0	2035.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
8051	山善	プライム（内国株式）	6050	卸売業	13	商社・卸売	6	TOPIX Small 1	1674.0	4.3	72.0	4.3	72.0	4.3	配当あり	いいえ	16.75	1.04	1499.9	1866.0	1216.0	Industrials	あり	自社ECクーポン: 100株以上 | 3,000円相当 | ◇自社ECサイト「山善ビズコム」で利用可能。 《贈呈時期・有効期限》 毎年6月発送の「定時株主総会招集ご通知」に案内を同封 有効期限：6月～翌年1月末日（1回限り） / 300株以上 | 5,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
8052	椿本興業	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	2696.0	4.45	120.0	4.45	120.0	4.45	配当あり	いいえ	9.85	0.99	495.2	3145.0	2382.0	Industrials	あり	QUOカード、寄付: 100株以上 | 2,000円相当 | ◇オリジナルQUOカード、または寄付を選択。 ※寄付を選択したハガキが期日までに返信されない場合は、QUOカードを選択したものとします。（寄付先：公益信託 経団連自然保護基金） ■継続保有期間について 継続保有期間3年以上の株主様とは、3月31日及び9月30日を基準日とする当社株主名簿に、100株以上の保有を同一株主番号で連続して7回以上記載または記録された株主様といたします。なお、継続保有株主優待は、各基準日に300株以上保有されている株主様に対して実施いたします。 ■贈呈時期（QUOカード） 確定日3月末：6月 確定日9月末：1	100	高			OK	OK	OK	通常掲載可	OK	OK
8053	住友商事	プライム（内国株式）	6050	卸売業	13	商社・卸売	2	TOPIX Large70	6201.0	0.65	40.0	2.58	40.0	0.65	配当あり	いいえ	49.75	1.6	295168.2	6222.0	911.5	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8056	ＢＩＰＲＯＧＹ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	4	TOPIX Mid400	4155.0	3.37	140.0	3.37	140.0	3.37	配当あり	いいえ	12.99	2.24	4012.8	6594.0	4092.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
8057	内田洋行	プライム（内国株式）	6050	卸売業	13	商社・卸売	6	TOPIX Small 1	1966.0	3.66	72.0	3.66	72.0	3.66	配当あり	いいえ	8.09	1.19	969.6	2582.0	1896.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8058	三菱商事	プライム（内国株式）	6050	卸売業	13	商社・卸売	1	TOPIX Core30	4403.0	2.84	125.0	2.84	125.0	2.84	配当あり	いいえ	21.01	1.71	161215.8	6012.0	2837.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8059	第一実業	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	3025.0	4.17	126.0	4.17	126.0	4.17	配当あり	いいえ	9.73	1.07	964.4	3635.0	2391.0	Industrials	あり	プレミアム優待倶楽部ポイント: 100株以上 | 600ポイント | ◇特設ウェブサイトにおいて、お米やブランド牛等のこだわりグルメ、スイーツや飲料類、銘酒、電化製品、選べる体験ギフトをはじめ、5,000種類以上の商品からお選びいただけます。 ※１ポイント≒１円 ※繰越条件：ポイントは、９月末日において当社株主名簿に同一株主番号で連続２回以上記載され、かつ100株以上継続保有されている場合にのみ繰り越すことができ、最大２回分まとめて交換することができます。 ※株主優待コイン「WILLsCoin」にも交換できます。「プレミアム優待倶楽部PORTAL」にて、宿泊チケットや高級ワイン等のより幅広いラ	100	高			OK	OK	OK	通常掲載可	OK	OK
8060	キヤノンマーケティングジャパン	プライム（内国株式）	6050	卸売業	13	商社・卸売	4	TOPIX Mid400	3371.0	2.52	85.0	2.52	85.0	2.52	配当あり	いいえ	17.67	1.79	6944.1	3941.0	2514.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8061	西華産業	プライム（内国株式）	6050	卸売業	13	商社・卸売	6	TOPIX Small 1	2769.0	3.36	93.0	3.36	93.0	3.36	配当あり	いいえ	13.4	1.83	993.0	3635.0	1543.33	Industrials	あり	QUOカード: 100株以上 | 1,000円相当 | ■贈呈時期 定時株主総会終了後に送付する決議通知等に同封。 / 500株以上 | 2,000円相当 / 1,000株以上 | 3,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
8065	佐藤商事	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	2875.0	3.03	87.0	3.03	87.0	3.03	配当あり	いいえ	9.27	0.77	595.4	3400.0	1499.0	Basic Materials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8066	三谷商事	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	2507.0	3.67	92.0	3.67	92.0	3.67	配当あり	いいえ	8.94	1.12	2096.5	2855.0	2074.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8070	東京産業	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	805.0	4.97	40.0	4.97	40.0	4.97	配当あり	いいえ	8.37	0.83	210.3	1133.0	758.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8074	ＹＵＡＳＡ	プライム（内国株式）	6050	卸売業	13	商社・卸売	6	TOPIX Small 1	5190.0	4.51	234.0	4.51	234.0	4.51	配当あり	いいえ	9.12	0.91	1092.7	6570.0	4415.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
8075	神鋼商事	プライム（内国株式）	6050	卸売業	13	商社・卸売	7	TOPIX Small 2	2388.0	4.36	104.0	4.36	104.0	4.36	配当あり	いいえ	7.62	0.64	631.0	2865.0	1990.0	Basic Materials	なし			高			OK	OK	OK	通常掲載可	OK	OK
