コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
4719	アルファシステムズ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	3280.0	4.27	140.0	4.12	140.0	4.27	配当あり	いいえ	12.27	1.02	460.5	4240.0	3055.0	Technology	あり	オリジナルカレンダー: 100株以上 | サイズ：B/2切 (755×504mm) | 【送付時期】 12月中旬	100	高			OK	OK	OK	通常掲載可	OK	OK
471A	ＮＳグループ	プライム（内国株式）	7200	その他金融業	16	金融（除く銀行）	7	TOPIX Small 2	1470.0	5.17	76.0	5.29	76.0	5.17	配当あり	いいえ	12.93	2.64	715.7	1799.0	1274.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
4720	城南進学研究社	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	230.0	2.17	5.0	2.16	5.0	2.17	配当あり	いいえ	383.33	1.33	18.5	363.0	224.0	Consumer Defensive	あり	QUOカード: 100株以上 | 【1年以上保有】 1,000円相当 | ■継続保有期間について 毎年3月31日現在の当社株主名簿に記載された当社株式1単元(100株)以上を保有しており、かつ1年以上継続保有している株主を対象とする。 / 500株以上 | 【1年以上保有】 2,000円相当 / 1,000株以上 | 【1年以上保有】 5,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
4722	フューチャー	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	1500.0	3.2	48.0	3.3	48.0	3.2	配当あり	いいえ	11.36	2.1	1330.1	2448.0	1429.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4725	ＣＡＣ　Ｈｏｌｄｉｎｇｓ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	1774.0	5.64	100.0	5.68	100.0	5.64	配当あり	いいえ	9.27	0.89	306.7	2233.0	1752.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4728	トーセ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	640.0	3.91	25.0	3.89	25.0	3.91	配当あり	いいえ	12.18	0.76	48.5	713.0	612.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
472A	ミラティブ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	392.0						配当未取得		8.38	1.76	66.4	758.0	378.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4732	ユー・エス・エス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	4	TOPIX Mid400	1927.5	2.85	55.0	2.88	55.0	2.85	配当あり	いいえ	21.79	4.31	8751.6	1943.5	1557.0	Consumer Cyclical	あり	QUOカード、VJAギフトカード、オリジナルグルメギフト: 100株以上 | 【保有期間の定めなし】 QUOカード　500円相当 （年間 1,000円相当） | ※3年以上の長期保有に対する優待制度は、2028年9月末日現在の株主名簿の株数を基準に、継続保有期間の判定を開始します。 ■継続保有期間について 継続保有期間3年以上の株主様とは、2025年9月末日の基準日以降、毎年3月末日および9月末日現在の株主名簿に、同一の株主番号で、連続して7回以上記録され、その全ての基準日（3月末日・9月末日）において、各区分の最小株式数（300株、500株、1,000株または10,000株）を下回ることなく	100	高			OK	OK	OK	通常掲載可	OK	OK
4733	オービックビジネスコンサルタント	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	4	TOPIX Mid400	5827.0	2.23	130.0	2.27	130.0	2.23	配当あり	いいえ	24.18	2.59	4380.5	9379.0	5557.0	Technology	あり	オリジナルQUOカード: 100株以上 | 3,000円相当 | ■贈呈時期 毎年6月 / 2,000株以上 | 6,000円相当 / 20,000株以上 | 9,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
4735	京進	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	314.0	2.49	7.81	2.52	7.81	2.49	配当あり	いいえ	27.0	0.62	24.1	390.0	279.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
4736	日本ラッド	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	607.0	1.65	10.0	1.62	10.0	1.65	配当あり	いいえ	19.45	0.91	32.1	792.0	539.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4743	アイティフォー	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	1592.0	5.03	80.0	5.03	80.0	5.03	配当あり	いいえ	15.26	2.04	421.3	1755.0	1425.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4746	東計電算	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	4440.0	3.9	173.0	3.95	173.0	3.9	配当あり	いいえ	15.04	1.56	798.4	4620.0	3800.0	Technology	あり	全国共通おこめ券: 100株以上 | 2枚 | ■贈呈時期 3月下旬に開催する当社定時株主総会終了後の「株主総会決議通知状」に同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
4750	ダイサン	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	539.0	4.08	22.0	4.11	22.0	4.08	配当あり	いいえ	13.19	0.6	34.6	667.0	526.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
4751	サイバーエージェント	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	4	TOPIX Mid400	1299.5	1.46	19.0	1.47	19.0	1.46	配当あり	いいえ	16.18	3.32	6589.8	1933.0	1204.0	Communication Services	あり	AbemaTV視聴クーポン: 100株以上 | プレミアム利用料 3ケ月無料 | ※1、インターネットに接続できる環境（パソコン・スマートフォン等）が必要。 ※2、「ABEMA」への会員登録（無料）が必要。 ■進呈時期 毎年11月下旬にクーポンを発送。 / 500株以上 | プレミアム利用料 12ケ月無料	100	高			OK	OK	OK	通常掲載可	OK	OK
4752	昭和システムエンジニアリング	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1483.0	4.11	61.0	4.18	61.0	4.11	配当あり	いいえ	8.26	1.08	63.5	1868.0	1413.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4754	トスネット	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1457.0	2.54	37.0	2.5	37.0	2.54	配当あり	いいえ	12.65	0.81	67.8	1879.0	1352.0	Industrials	あり	果物: 1,000株以上 | ブルーベリージャム　2,500円相当 | ※3点セット（ブルーベリー100%ジュース、ブルーベリージャム、ブルーベリーソース） ■贈呈時期 5月下旬頃 / 2,000株以上 | ブルーベリージャム　3,500円相当 / 5,000株以上 | ブルーベリー商品 5,000円相当※	1000	高			OK	OK	OK	通常掲載可	OK	OK
4755	楽天グループ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	4	TOPIX Mid400	690.2						配当未取得			1.66	15002.8	1068.5	686.1	Consumer Cyclical	あり	楽天モバイル回線: 100株以上 | 「楽天モバイル」音声＋データプラン（30GB／月）6カ月間無料 ※【半年以上保有】で更に6カ月間無料 | ◇申込み期間内に「楽天グループ株主様ご優待専用サイト」にて、事前のお申込みが必要。 ※2026年６月末時点での株主名簿に、2025年12 月末時点と同一の株主番号で記載がない株主様については、利用開始基準日から６ヵ月経過したときに、利用期間は終了となります。 ■継続保有期間について 2025 年 12 月末日および 2026 年６月末日時点の当社株主名簿に、同一株主番号で記載または記録された 100 株（１単元）以上を保有する株主様が対象となります。 	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
475A	ギミック	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	630.0						配当未取得		8.73	1.34	33.0	1249.0	580.0	Healthcare	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4760	アルファ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1557.0	4.5	70.0	4.5	70.0	4.5	配当あり	いいえ	8.87	0.85	12.5	3990.0	1510.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
4761	さくらケーシーエス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1380.0	4.49	62.0	4.52	62.0	4.49	配当あり	いいえ	12.63	0.73	151.9	1631.0	1180.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4762	エックスネット	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1663.0	4.21	70.0	4.11	70.0	4.21	配当あり	いいえ	12.81	2.13	69.5	1705.0	1317.0	Technology	あり	QUOカード: 100株以上 | 500円相当（年間　1,000円相当） | ■贈呈時期 確定日9月末：11月下旬～12月初旬の「中間報告書」に同封。 確定日3月末：6月下旬の「招集通知」に同封。 《実施期間》 中期経営計画の期間（2026年4月1日から2030年3月31日）実施。	100	高			OK	OK	OK	通常掲載可	OK	OK
4763	クリーク・アンド・リバー社	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	1277.0	3.92	50.0	3.91	50.0	3.92	配当あり	いいえ	6.64	1.41	270.4	1629.0	1213.0	Industrials	あり	カレンダー、手帳: 100株以上 | ◇子会社の高橋書店の商品を贈呈（選択制） | ■贈呈時期 毎年５月に送付する「定時株主総会招集ご通知」に、案内を同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
4765	ＳＢＩグローバルアセットマネジメント	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	561.0	4.9	27.5	4.9	27.5	4.9	配当あり	いいえ	19.84	2.37	774.5	672.0	555.0	Financial Services	あり	暗号資産（仮想通貨）、投資信託、販売商品: 100株以上 | XRP 2,500円相当 | 暗号資産（仮想通貨） XRP の取引を行うためには、SBI VC トレード株式会社に口座を開設し、暗号資産アプリ「My 暗号資産」のダウンロードが必要。 ※2026年3月31日 17：00 現在の価格で決定いたします。 ■継続保有期間について 「５単元以上かつ継続保有期間1年超の株主様」とは、2025年9月末、2025年10月15日、及び2026年3月末を基準日とする当社の株主名簿に、同一株主番号で常に５単元以上の保有が継続して記載または記録されている株主様といたします。 / 500株以上 | 【保有1	100	高			OK	OK	OK	通常掲載可	OK	OK
4766	ピーエイ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	182.0	2.86	5.2	2.91	5.2	2.86	配当あり	いいえ	20.43	4.35	19.6	304.0	177.0	Industrials	あり	Amazonギフト券: 1,000株以上 | 【2年以上保有】 ・Amazonギフト券 5,000円相当 | ■継続保有期間について 同一株主番号で12月末日基準の株主名簿に3回以上連続して各区分の保有株式数を記載または記録されていること。 ■贈呈時期 毎年3月上旬に発送する「定時株主総会招集ご通知」に同封。	1000	高			OK	OK	OK	通常掲載可	OK	OK
4767	テー・オー・ダブリュー	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	325.0	5.63	18.3	5.6	18.3	5.63	配当あり	いいえ	11.05	1.3	134.4	398.0	305.0	Communication Services	あり	QUOカード: 1,000株以上 | 【1年以上保有】 500円相当 【3年以上保有】 2,000円相当 | ■継続保有期間について 毎年6月30日及び12月31日時点の株主名簿において、同一株主番号で連続して記載または記録された回数を基に算出いたします。 ■贈呈時期 毎年11月下旬	1000	高			OK	OK	OK	通常掲載可	OK	OK
4768	大塚商会	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	4	TOPIX Mid400	2763.5	3.44	95.0	3.5	95.0	3.44	配当あり	いいえ	16.35	2.67	10479.2	3353.0	2697.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4769	ＩＣ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1095.0	3.65	40.0	3.65	40.0	3.65	配当あり	いいえ	20.58	1.26	81.4	1208.0	962.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
476A	辻・本郷ＩＴコンサルティング	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1445.0						配当未取得		21.25	1.76	29.4	3325.0	1390.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4771	エフアンドエム	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	2404.0	2.5	60.0	2.51	60.0	2.5	配当あり	いいえ	12.58	2.31	355.6	3070.0	2015.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
4772	ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	68.0	1.47	1.0	1.49	1.0	1.47	配当あり	いいえ	20.99	1.07	78.8	131.0	63.0	Communication Services	あり	QUOカード: 1,000株以上 | 1,000円相当 | ■贈呈時期 毎年3月発送の株主総会招集通知書に同封。	1000	高			OK	OK	OK	通常掲載可	OK	OK
4776	サイボウズ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	2136.0	2.34	50.0	2.31	50.0	2.34	配当あり	いいえ	13.95	5.63	983.0	4160.0	1948.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4777	ガーラ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	200.0						配当未取得			13.84	56.0	303.0	173.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
477A	スタートライン	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	568.0						配当未取得		4.08	2.36	23.5	1209.0	485.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4783	ＮＣＤ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	2381.0	5.04	120.0	4.99	120.0	5.04	配当あり	いいえ	10.45	2.27	191.0	3550.0	2259.0	Technology	あり	QUOカード: 100株以上 | 【3年未満保有株主】 500円相当 【3年以上保有株主】 1,000円相当 | ■継続保有期間について 継続保有判定は、半期ごと（毎年3月末および9月末）の当社株主名簿に、同一の株主番号で連続して7回以上記録された株主様を、「継続保有3年以上」の対象といたします。 ■贈呈時期 毎年12月送付の「中間株主通信」に同封。 / 500株以上 | 【3年未満保有株主】 1,000円相当 【3年以上保有株主】 2,000円相当 / 1,000株以上 | 【3年未満保有株主】 2,000円相当 【3年以上保有株主】 3,000円相当 / 3,000株以上 | 【3年未満保	100	高			OK	OK	OK	通常掲載可	OK	OK
4784	ＧＭＯインターネット	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	454.0	3.44	15.6	3.49	15.6	3.44	配当あり	いいえ	22.42	8.97	1381.3	2588.0	440.0	Technology	あり	グループ金融サービス: 100株以上 | 【継続保有6カ月以上】 ■当社株式買付代金×0.03％（小数点以下切り上げ）に相当するビットコインを GMOコイン株式会社の暗号資産取引口座に付与（上限10,000円） ※GMO コイン株式会社に暗号資産取引口座を開設していただく必要があります。 ＜対象取引＞ ・現物取引、信用取引。 | ■継続保有期間について 100株以上を基準日（12月末日、6月末日）とその6ヶ月前に、同じ株主番号で連続して株主名簿に記載または記録されていること。	100	高			OK	OK	OK	通常掲載可	OK	OK
478A	フツパー	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	701.0						配当未取得		22.13	3.32	71.2	1389.0	660.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4792	山田コンサルティンググループ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	1647.0	4.68	77.0	4.73	77.0	4.68	配当あり	いいえ	10.88	1.59	316.3	1901.0	1591.0	Industrials	あり	自社出版物: 100株以上 | ◆以下より1点を選択 1、「最新年度税制改正のポイントと解説」及び「FP FILE　最新年度版」 2、「最新年度版 税務インデックス」	100	高			OK	OK	OK	通常掲載可	OK	OK
479A	ＰＲＯＮＩ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1249.0						配当未取得		10.78	3.03	55.5	2099.0	1181.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4800	オリコン	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1330.0	2.71	36.0	2.71	36.0	2.71	配当あり	いいえ	27.32	2.94	170.7	1345.0	768.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
4801	セントラルスポーツ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	2350.0	1.7	40.0	1.69	40.0	1.7	配当あり	いいえ	20.49	0.99	263.2	2620.0	2235.0	Consumer Cyclical	あり	株主優待券: 100株以上 | 3枚（年間 6枚） | ◆優待内容 1、施設入館1回無料 2、入会時登録手数料無料 3、ショップ商品割引 ※合計100,000円(税抜)までのショップ 定価販売商品を20％割引、または同合 計額のバーゲン品及び催事品を表示価 格より10％割引 4、子供向け短期教室受講料 50%割引 5、子供向け野外ツアー 5%割引 ■贈呈時期 確定日3月末：6月上旬 確定日9月末：12月上旬 / 200株以上 | 6枚（年間 12枚）	100	高			OK	OK	OK	通常掲載可	OK	OK
4809	パラカ	プライム（内国株式）	8050	不動産業	17	不動産	7	TOPIX Small 2	2015.0	3.47	70.0	3.49	70.0	3.47	配当あり	いいえ	10.31	0.97	203.3	2121.0	1816.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
480A	リブ・コンサルティング	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	944.0						配当未取得		11.03	1.65	62.8	1460.0	862.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4811	ドリーム・アーツ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	736.0	2.72	20.0	2.69	20.0	2.72	配当あり	いいえ	11.76	2.93	88.2	1615.0	698.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4812	電通総研	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	2017.0	2.23	45.0	2.26	45.0	2.23	配当あり	いいえ	24.04	3.9	3936.8	2880.0	1728.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4813	ＡＣＣＥＳＳ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	335.0						配当未取得			1.85	126.0	883.0	326.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4814	ネクストウェア	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	145.0						配当未取得			2.42	18.4	314.0	145.0	Technology	あり	OSK 日本歌劇団チケット: 500株以上 | ◇OSK 自主公演およびブルックリンパーラー劇場公演のオンライン配信チケット ・ブルックリンパーラー劇場公演（約 100 ステージ） ・OSK 自主公演（約 5 ステージ） 《日程》 2026年7月1日～2026年12月31日	500	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4816	東映アニメーション	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	2309.0	1.91	44.0	1.92	44.0	1.91	配当あり	いいえ	18.81	2.76	4717.6	3620.0	2239.0	Communication Services	あり	オリジナルQUOカード: 100株以上 | 1セット（1,200円相当） | 1セット：QUOカード300円相当×4枚（1,200円相当） ◆オリジナル・QUOカード詳細 ※2026年3月 1、新作「名探偵プリキュア！」 2、新作「DIGIMON BEATBREAK」 3、名作「原始少年リュウ」 4、名作「グレンダイザー・ゲッターロボ G・グレートマジンガー決戦！大海獣」 ■贈呈時期 6月下旬 / 1,500株以上 | 2セット（2,400円相当） / 2,500株以上 | 3セット（3,600円相当） / 5,000株以上 | 5セット（6,000円相当） / 15,000株以上 | 8セッ	100	高			OK	OK	OK	通常掲載可	OK	OK
4819	デジタルガレージ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	1753.0	2.68	47.0	2.72	47.0	2.68	配当あり	いいえ	63.45	1.07	806.4	4890.0	1690.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4820	イーエムシステムズ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	489.0	4.7	23.0	4.71	23.0	4.7	配当あり	いいえ	13.84	2.23	338.5	847.0	482.0	Healthcare	あり	株主優待商品: 200株以上 | 【1年以上保有株主】 1,000円相当 | ■贈呈時期 毎年、3月頃。 ◇カタログまたはウェブサイト からお好みの商品を1点選択 ■継続保有期間について 「1年以上継続保有」とは、毎年12月31日の株主名簿に継続して同一の株主番号で記載または記録されていることといたします。 / 1,000株以上 | 【1年以上保有株主】 3,000円相当 / 2,000株以上 | 【1年以上保有株主】 5,000円相当	200	高			OK	OK	OK	通常掲載可	OK	OK
4825	ウェザーニューズ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	6	TOPIX Small 1	1937.0	2.32	45.0	2.27	45.0	2.32	配当あり	いいえ	23.73	3.77	860.3	2435.0	1820.0	Communication Services	あり	自社サービス「ウェザーニュースPro」無料利用権: 200株以上 | 1名分 | ※各権利確定日から半年間利用可能。 参考価格：ウェザーニュースPro 月額680円(税込)	200	高			OK	OK	OK	通常掲載可	OK	OK
4826	ＣＩＪ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	496.0	1.61	8.0	1.61	8.0	1.61	配当あり	いいえ	15.69	1.88	277.0	605.0	457.0	Technology	あり	オリジナルQUOカード: 200株以上 | 【1年以上保有株主】 500円相当 | ■継続保有期間について 保有株式数は、毎年12月31日（基準日）時点の当社株主名簿に記載または記録された当社株式数により確定いたします。 ・１年以上３年未満：前年、当該年の２つの基準日において、株主番号が継続して同一の株主様または、２年前、前年、当該年の３つの基準日において、株主番号が継続して同一の株主様 ・３年以上：３年前、２年前、前年、当該年の４つの基準日において、株主番号が継続して同一の株主様 / 1,000株以上 | 【1年以上保有株主】 1,000円相当 / 2,000株以上 | 【1年以上保有株主】	200	高			OK	OK	OK	通常掲載可	OK	OK
4828	ビジネスエンジニアリング	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	975.0	4.31	42.0	4.38	42.0	4.31	配当あり	いいえ	11.92	3.62	581.6	1758.0	950.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4829	日本エンタープライズ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	102.0	2.94	3.0	2.91	3.0	2.94	配当あり	いいえ	120.0	0.84	39.3	143.0	99.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4832	ＪＦＥシステムズ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1899.0	3.69	70.0	3.71	70.0	3.69	配当あり	いいえ	13.98	1.68	596.5	2469.0	1760.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4833	Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	33.0						配当未取得			0.73	24.0	429.0	33.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
4838	スペースシャワーＳＫＩＹＡＫＩホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	628.0	8.76	55.0	8.68	55.0	8.76	配当あり	いいえ	8.54	1.16	102.0	960.0	502.0	Communication Services	あり	デジタルギフト、音楽ライブ（抽選）: 100株以上 | 500円相当 | ■贈呈時期 定時株主総会終了後の6月下旬に送付する「定時株主総会決議ご通知」に同封。	100	高	高利回り要確認	配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
4839	ＷＯＷＯＷ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	974.0	6.16	60.0	6.1	60.0	6.16	配当あり	いいえ	21.31	0.4	276.0	1920.0	965.0	Communication Services	あり	視聴優待、ギフトカード: 100株以上 | 【1年以上保有株主】 ◆以下より1点を選択 1、WOWOW視聴料 3ヶ月無料 ※3年以上の保有で4ヶ月無料 2、Amazonギフトカード　2,000円相当 3、WOWOW特製QUOカード　 2,000円相当 4、日本赤十字社への寄付　2,000円分 ■申込方法 毎年10月下旬に、「株主優待のご案内」「株主優待申込書」を送付。	100	高			OK	OK	OK	通常掲載可	OK	OK
483A	テラテクノロジー	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	2117.0	4.25	90.0	4.28	90.0	4.25	配当あり	いいえ	9.02	1.25	34.5	3075.0	2001.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4840	トライアイズ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	630.0	0.32	2.0	0.32	2.0	0.32	配当あり	いいえ		1.07	54.4	1340.0	333.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
4845	スカラ	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	7	TOPIX Small 2	333.0	5.11	17.0	5.11	17.0	5.11	配当あり	いいえ	8.87	1.24	57.0	442.0	327.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4847	インテリジェント　ウェイブ	プライム（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	941.0	3.93	37.0	3.96	37.0	3.93	配当あり	いいえ	18.3	2.56	246.4	1145.0	904.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
4848	フルキャストホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	1520.0	4.21	64.0	4.23	64.0	4.21	配当あり	いいえ	11.16	1.71	529.1	1841.0	1481.0	Industrials	あり	食事券: 100株以上 | 【1年未満保有】 ①2枚、②1箱 【1年以上保有】 ①4枚、②2箱 | ◇①、②のどちらかを選択 ①「らあめん花月嵐」食事優待券 ②「嵐げんこつらあめん箱入り（４食入）」 ■継続保有期間について 1年以上継続保有：株主名簿に連続して3回以上記載 ■贈呈時期 各基準日から3カ月以内 / 200株以上 | 【1年未満保有】 ①4枚、②2箱 【1年以上保有】 ①6枚、②3箱 / 300株以上 | 【1年未満保有】 ①6枚、②3箱 【1年以上保有】 ①8枚、②4箱 / 500株以上 | 【1年未満保有】 ①10枚、②5箱 【1年以上保有】 ①12枚、②6箱	100	高			OK	OK	OK	通常掲載可	OK	OK
4849	エン	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	6	TOPIX Small 1	1099.0	6.21	68.3	6.18	68.3	6.21	配当あり	いいえ	16.87	1.3	415.0	1840.0	1064.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
485A	パワーエックス	グロース（内国株式）	3650	電気機器	9	電機・精密	-	-	1977.0						配当未取得			31.61	2258.7	5576.67	353.33	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
