コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
7044	ピアラ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	573.0						配当未取得		20.62	6.41	41.1	678.0	466.0	Communication Services	あり	デジタルギフト: 1,000株以上 | 18,000円相当 | ※対象となる交換先（予定）：Amazonギフトカード / Google Play ギフトコード / PayPayマネーライト / QUOカードPay / dポイント / au PAY ギフトカード / プレイステーションストア チケット / Uber Taxi ギフトカード / Uber Eats ギフトカード / Visa eギフト vanilla / すかいらーくご優待券 / JALマイレージバンク / 図書カードNEXT / 選べるおいしいお肉カード / 選べるお取り寄せスイーツカード/ 選べるお取り寄せグルメカード / 選	1000	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7046	ＴＤＳＥ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1272.0	0.79	10.0	0.79	10.0	0.79	配当あり	いいえ	15.24	1.12	26.6	1810.0	1200.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
7047	ポート	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	2051.0	1.22	25.0	1.22	25.0	1.22	配当あり	いいえ	10.09	2.55	269.0	2572.0	1760.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
7048	ベルトラ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	162.0						配当未取得		42.52	2.24	59.3	312.0	115.0	Consumer Cyclical	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7049	識学	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	834.0						配当未取得		24.81	2.44	70.2	1017.0	744.0	Industrials	あり	QUOカード: 200株以上 | 5,000円相当 | ■贈呈時期 権利確定日から3カ月以内	200	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7050	フロンティアインターナショナル	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1280.0	5.7	73.0	5.7	73.0	5.7	配当あり	いいえ	9.23	1.16	114.7	1724.0	1040.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
7057	エヌ・シー・エヌ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	900.0	3.67	33.0	3.67	33.0	3.67	配当あり	いいえ	18.48	1.27	26.8	1188.0	856.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7058	共栄セキュリティーサービス	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	3020.0	3.97	120.0	3.97	120.0	3.97	配当あり	いいえ	6.82	0.87	43.7	3155.0	2421.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7059	コプロ・ホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	752.0	5.98	45.0	5.98	45.0	5.98	配当あり	いいえ	10.07	2.9	288.2	1203.0	716.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7060	ギークス	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	576.0	5.9	34.0	5.9	34.0	5.9	配当あり	いいえ	9.18	1.92	58.5	713.0	473.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
7061	日本ホスピスホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	527.0	4.74	25.0	4.74	25.0	4.74	配当あり	いいえ	16.03	1.25	44.5	1578.0	509.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
7062	フレアス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	722.0	1.46	10.57	1.46	10.57	1.46	配当あり	いいえ	3.68	0.86	18.8	989.0	715.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
7063	Ｂｉｒｄｍａｎ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	71.0						配当未取得			0.94	23.9	345.0	69.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7064	ハウテレビジョン	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	836.0						配当未取得		23.93	1.48	22.7	1500.0	752.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7065	ユーピーアール	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	951.0	3.68	35.0	3.68	35.0	3.68	配当あり	いいえ	10.3	0.77	72.8	1138.0	692.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7066	ピアズ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	384.0	3.52	13.5	3.52	13.5	3.52	配当あり	いいえ	8.58	1.22	34.6	835.0	363.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7067	ブランディングテクノロジー	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	956.0	1.05	10.0	1.05	10.0	1.05	配当あり	いいえ	34.13	1.21	15.3	1538.0	904.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
7068	フィードフォースグループ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	490.0	4.08	20.0	4.08	20.0	4.08	配当あり	いいえ	9.36	3.51	116.9	810.0	447.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
7069	サイバー・バズ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1279.0						配当未取得		17.67	4.87	104.2	1329.0	348.0	Communication Services	あり	PayPay ポイント: 100株以上 | 1,000円相当 | ※2026年7月1日を効力発生日とする1：2の株式分割が予定されています。 ※必要株数は分割後を表示しています。 ■贈呈時期 基準日より3カ月以内	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7071	アンビスホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	320.0	1.25	4.0	1.25	4.0	1.25	配当あり	いいえ	10.89	0.83	313.9	845.0	319.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
7072	インティメート・マージャー	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	990.0						配当未取得		17.92	1.89	31.1	1769.0	801.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7073	ジェイック	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	2205.0	2.49	55.0	2.49	55.0	2.49	配当あり	いいえ	16.26	2.12	20.4	2850.0	1915.0	Consumer Defensive	あり	QUOカード: 100株以上 | 2,000円相当 （年間　4,000円相当） | ■贈呈時期 各基準日から3カ月以内。	100	高			OK	OK	OK	通常掲載可	OK	OK
7074	トゥエンティーフォーセブンホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	165.0						配当未取得			25.0	14.0	315.0	163.0	Consumer Cyclical	あり	自社グループサービス・クーポン: 1,000株以上 | 10,000円相当 | ◇利用対象店舗 ・パーソナルトレーニングジム 「24/7Workout」 ・女性専用・セミパーソナルトレーニングジム 「FITTERIA」 ・パーソナルピラティス 「REALPILATES」 ・英会話 「駅前留学 NOVA、NOVA バイリンガル KIDS、Gaba マンツーマン英会話」 ・学習塾 「ITTO 個別指導学院、みやび個別指導学院、すみれ、個別指導学院、ASMO academy」 ・サッカースクール 「ドルトムントサッカーアカデミー」 ・保育園 「じぶんみらい保育園」 ・学童 「NOVA KIDS CL	1000	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7075	ＱＬＳホールディングス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	794.0	1.39	11.0	1.39	11.0	1.39	配当あり	いいえ	11.64	2.87	59.4	874.0	685.0	Industrials	あり	デジタルギフト: 500株以上 | 【半年以上保有】 5,000円相当（年間　10,000円相当） | ■継続保有期間について 毎年３月31日、９月30日を基準日とし、当社株主名簿に記載された500株以上保有の株主様のうち、継続して半年以上保有する株主様を対象といたします。なお、継続して半年以上保有する株主様とは、３月31日、９月30日の当社株主名簿に、同一株主番号で2回以上連続して500株以上の保有が記載または記録されている株主様といたします。優待品の送付時期については５月下旬を予定しております。 ■贈呈時期 中間期12月、期末：6月 / 1,000株以上 | 【半年以上保有】 10,000	500	高			OK	OK	OK	通常掲載可	OK	OK
7077	ＡＬｉＮＫインターネット	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	976.0						配当未取得			1.27	17.6	1221.0	939.0	Communication Services	あり	QUOカード: 100株以上 | 1,000円相当 / 200株以上 | 2,000円相当 / 300株以上 | 3,000円相当	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7078	ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	342.0						配当未取得			2.13	34.4	626.0	332.0	Communication Services	あり	電子クーポン: 500株以上 | 【1年以上保有】 10,000円相当 | ◇子会社「下鴨茶寮」のオンラインサイトで使用可能な電子クーポン。 ■継続保有期間について 継続して 1 年以上保有とは、株主優待基準日（毎年 3 月末日）の当社株主名簿に、500 株（5 単元）以上の保有を記載され、当社基準日である 3 月末日、9 月末日それぞれの株主名簿に同一株主番号で、保有数が 500 株（5 単元）を下回ることなく連続 3 回以上記載又は記録されることをいいます。 ■贈呈時期 毎年 1 回、6 月中に対象となる株主様へ株主優待の案内を発送。 / 1,000株以上 | 【1年以上保有】 30,00	500	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7079	ＷＤＢココ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	2529.0	7.91	200.0	7.91	200.0	7.91	配当あり	いいえ	8.95	1.27	60.8	3125.0	2500.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
7080	スポーツフィールド	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	778.0	2.96	23.0	2.96	23.0	2.96	配当あり	いいえ	7.37	2.15	57.1	1028.0	674.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7081	コーユーレンティア	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1293.0	2.86	37.0	2.86	37.0	2.86	配当あり	いいえ	7.55	1.13	143.8	1485.0	1050.0	Industrials	あり	プレミアム優待倶楽部ポイント: 600株以上 | 5,000ポイント | ※保有するポイント数に応じて、お米やブランド牛などのこだわりグルメ、スイーツや飲食類、銘酒、家電製品、選べる体験ギフトなど特設サイトに掲載されている2,000種類以上の商品から選択できます。 ※1ポイント≒1円相当。 ※ポイントの繰越は出来ません。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主優待コイン「WILLsCoin」と交換することができる。WILLsCoinは個人株主向け会員制サイト「プレミアム優待倶楽部PORTAL」にて優待商品と交換することができる。 ※優待ポイントとWILLsCoinとの交換には、	600	高			OK	OK	OK	通常掲載可	OK	OK
7082	ジモティー	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1400.0						配当未取得		29.33	7.5	136.6	1740.0	688.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7083	ＡＨＣグループ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1000.0	1.2	12.0	1.2	12.0	1.2	配当あり	いいえ	2000.0	1.81	20.6	1029.0	700.0	Healthcare	あり	デジタルギフト: 300株以上 | 【1年以上保有】 10,000円相当 | ◇対象となる交換先：Amazon ギフトカード/Google Play ギフトコード/PayPay マネーライト/楽天ポイントギフト/QUO カード Pay/ｄポイント/au PAY ギフトカード/プレイステーションストアチケット/Uber Taxi ギフトカード/Uber Eats ギフトカード/Visa e ギフト vanilla/DMMプリペイドカード/すかいらーくご優待券/図書カード NEXT/オイシックスギフトコード/U-NEXT ギフトコード(ポイント)/U-NEXT ギフトコード(30days)/吉野家	300	高			OK	OK	OK	通常掲載可	OK	OK
7084	Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	2788.0	3.77	105.0	3.77	105.0	3.77	配当あり	いいえ	40.98	1.45	89.4	3595.0	1794.0	Consumer Cyclical	あり	デジタルギフト: 300株以上 | 【6カ月以上保有】 7,500円相当（年間 15,000円相当） | ■継続保有期間について 基準日（９月末日および３月末日）現在において、６か月以上継続保有し、同一の株主番号で２回連続で株主名簿に 300 株以上の保有が記録された株主様が対象となります。 ※対象となる交換先は、Amazon gift card、Google Play ギフトコード、PayPay マネーライト、楽天ポイントギフト、QUO カード Pay、d ポイント、au PAY ギフトカード等を予定。	300	高			OK	OK	OK	通常掲載可	OK	OK
7085	カーブスホールディングス	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	6	TOPIX Small 1	915.0	2.19	20.0	2.19	20.0	2.19	配当あり	いいえ	19.05	3.68	842.6	922.0	664.0	Consumer Cyclical	あり	QUOカード、電子マネー、商品: 100株以上 | 【1年未満保有】 1,000円相当 【1年以上保有】 1,500円相当 【3年以上保有】 2,000円相当 | ■カーブスチェーン創設 20 周年記念特別優待：2026 年 8 月末時点の当社株主名簿に記載又は記録された１単元（100 株）以上の当社株式を保有されている株主様を対象。 ※通常の株主優待に 1,000 円分を上乗せして贈呈。 ◇QUOカード、電子マネー、カーブス定期便契約商品割引 、以上 3 品の中から 1 品選択。 ■継続保有期間について 保有期間の算定にあたっては、すべての基準日（毎年 2 月末日および 8 月末日）の株主名	100	高			OK	OK	OK	通常掲載可	OK	OK
7087	ウイルテック	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1318.0	3.26	43.0	3.26	43.0	3.26	配当あり	いいえ	9.35	0.97	83.3	1505.0	850.0	Technology	あり	QUOカード: 300株以上 | 【6カ月以上保有】 5,000円相当（年間　10,000円相当） | ◇社会貢献型カードである「kids smile笑顔でつなぐ未来基金」QUOカードを贈呈。 ■継続保有期間について 保有期間６か月以上とは、同一株主番号により２回連続で基準日時点の当社株主名簿に記載または記録されていることをいいます。 【贈呈時期】 基準日から 3 か月以内を目安に発送を予定。 / 700株以上 | 【6カ月以上保有】 10,000円相当（年間　20,000円相当） / 1,500株以上 | 【6カ月以上保有】 15,000円相当（年間　30,000円相当）	300	高			OK	OK	OK	通常掲載可	OK	OK
7089	フォースタートアップス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1516.0						配当未取得		12.22	3.55	97.8	1669.0	700.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7090	リグア	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	711.0						配当未取得			6.4	11.3	1705.0	703.0	Healthcare	あり	デジタルギフト: 300株以上 | 【1年以上保有】 10,000円相当 対象となる交換先は次の予定です。 Amazon ギフトカード/ QUO カード Pay / PayPay マネーライト / d ポイント / au PAYギフトカード / Visa e ギフト vanilla / 図書カード NEXT / Uber Taxi ギフトカード /Uber Eats ギフトカード / Google Play ギフトコード / PlayStationStore チケット /DMM プリペイドカード / すかいらーくグループご優待券 / JAL マイレージバンク | ※優待の進呈は2026年３月末	300	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7091	リビングプラットフォーム	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1199.0	0.83	10.0	0.83	10.0	0.83	配当あり	いいえ	13.53	2.15	53.8	1326.0	858.0	Healthcare	あり	デジタルギフト（QUOカード）: 200株以上 | 12,000円相当 | ◇優待内容は、決定次第公表（デジタルギフトまたは、QUOカード等）	200	高			OK	OK	OK	通常掲載可	OK	OK
7093	アディッシュ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	477.0						配当未取得			1.84	10.0	915.0	464.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7094	ＮｅｘＴｏｎｅ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1261.0	1.74	22.0	1.74	22.0	1.74	配当あり	いいえ	15.55	2.21	123.2	2388.0	1244.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7095	Ｍａｃｂｅｅ　Ｐｌａｎｅｔ	プライム（内国株式）	9050	サービス業	10	情報通信・サービスその他	7	TOPIX Small 2	1048.0	5.25	55.0	5.25	55.0	5.25	配当あり	いいえ	6.18	1.03	130.5	2800.0	976.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
7096	ステムセル研究所	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	703.0						配当未取得		45.44	2.64	70.8	1245.0	627.0	Healthcare	あり	デジタルギフト: 100株以上 | 3,000円相当 | ◇対象となる交換先：Amazon ギフトカード／PayPay マネーライト／d ポイント／au PAY ギフトカード／Apple Gift Card／Google Play ギフトコード 等 ■贈呈時期 確定日から3カ月以内	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7097	さくらさくプラス	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	3015.0	0.93	28.0	0.93	28.0	0.93	配当あり	いいえ	17.76	2.04	134.1	3350.0	2390.0	Healthcare	あり	QUOカード: 200株以上 | 10,000円相当（年間 20,000円相当） | ■贈呈時期 権利確定日から3カ月以内	200	高			OK	OK	OK	通常掲載可	OK	OK
7102	日本車輌製造	プライム（内国株式）	3700	輸送用機器	6	自動車・輸送機	7	TOPIX Small 2	3130.0	1.6	50.0	1.6	50.0	1.6	配当あり	いいえ	3.87	0.55	451.6	4425.0	2026.0	Industrials	あり	オリジナルカレンダー: 100株以上 | ・見開き12ページ（1ページに1ヶ月分を記載）※見開き時はA3サイズ | ■贈呈時期 毎年12月上旬に発送	100	高			OK	OK	OK	通常掲載可	OK	OK
7110	クラシコム	グロース（内国株式）	6100	小売業	14	小売	-	-	2002.0	2.4	48.0	2.4	48.0	2.4	配当あり	いいえ	15.58	2.51	147.6	2450.0	1500.0	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
7111	ＩＮＥＳＴ	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	432.0						配当未取得		17.45	0.62	31.5	1260.0	404.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7112	キューブ	グロース（内国株式）	6100	小売業	14	小売	-	-	697.0						配当未取得		121.85	3.92	42.7	991.0	440.0	Consumer Cyclical	あり	自社ストア・クーポン: 200株以上 | 10,000クーポン （10,000円相当） | ◇自社店舗 オンラインストア（https://www.markandlona.com/） 利用可能なクーポンを進呈 ■贈呈時期 3月に利用方法の案内を送付	200	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7114	フーディソン	グロース（内国株式）	6050	卸売業	13	商社・卸売	-	-	698.0						配当未取得		21.5	1.32	31.1	998.0	680.0	Consumer Defensive	あり	自社商品または、商品券: 100株以上 | 【半年以上保有】 ◇以下から1点を選択 1. 「魚ポチ」で利用できるクーポン 8,000円相当 2. sakana bacca商品券 5,000円相当 3. 商品詰合 5,000円相当 | ■継続保有期間について 割当基準日である３月末日とその前年の９月末日の株主名簿に、同一の株主番号にて２回以上連続して100株以上の保有が記載された状態をいいます。 ■贈呈時期 毎年６月開催の定時株主総会招集通知に案内を同封。	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
7115	アルファパーチェス	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	1447.0	2.56	37.0	2.56	37.0	2.56	配当あり	いいえ	14.18	2.12	142.1	3845.0	1380.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
7119	ハルメクホールディングス	グロース（内国株式）	6100	小売業	14	小売	-	-	1625.0	2.46	40.0	2.46	40.0	2.46	配当あり	いいえ	17.27	2.02	179.5	1700.0	1065.0	Industrials	あり	自社グループ商品: 100株以上 | 1、ハルメク 柚子の里だより（１箱） 2、人参ジュース ビン（１本） 3、健康を育む食セット 4、毎日を楽しむ食セット | ◇対象商品から1点を選択 ■贈呈時期（案内） 確定日9月末：10月下旬 確定日3月末：4月下旬 / 500株以上 | 1、雑誌　ハルメク年間定期購読権 2、健康を育む食セット 3、毎日を楽しむ食セット 4、毎日を楽しむおやつセット 5、ハルメク エシカルセット	100	高			OK	OK	OK	通常掲載可	OK	OK
7120	ＳＨＩＮＫＯ	スタンダード（内国株式）	6050	卸売業	13	商社・卸売	-	-	1012.0	4.35	44.0	4.35	44.0	4.35	配当あり	いいえ	7.05	2.09	47.6	1094.0	720.67	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
7122	近畿車輛	スタンダード（内国株式）	3700	輸送用機器	6	自動車・輸送機	-	-	2385.0	2.1	50.0	2.1	50.0	2.1	配当あり	いいえ	10.45	0.46	164.1	2566.0	1916.0	Industrials	あり	カレンダー、工場見学: 200株以上 | 1部 | ■進呈時期 12月	200	高			OK	OK	OK	通常掲載可	OK	OK
