コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
1380	秋川牧園	スタンダード（内国株式）	50	水産・農林業	1	食品	-	-	999.0	1.0	10.0	1.0	10.0	1.0	配当あり	いいえ	192.49	1.91	41.6	1245.0	979.0	Consumer Defensive	あり	自社製品: 500株以上 | 1,500円相当 | ■贈呈時期 7月上旬（株主総会後） / 1,000株以上 | 3,500円相当	500	高			OK	OK	OK	通常掲載可	OK	OK
1381	アクシーズ	スタンダード（内国株式）	50	水産・農林業	1	食品	-	-	3535.0	3.18	112.5	3.07	112.5	3.18	配当あり	いいえ	8.87	0.85	198.5	4600.0	2854.0	Consumer Defensive	あり	自社製品詰合せ: 500株以上 | 1セット | ■贈呈時期 毎年定時株主総会終了後に発送予定。	500	高			OK	OK	OK	通常掲載可	OK	OK
1382	ホーブ	スタンダード（内国株式）	50	水産・農林業	1	食品	-	-	1450.0	3.45	50.0	3.42	50.0	3.45	配当あり	いいえ		1.52	11.0	3645.0	1410.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
1383	ベルグアース	スタンダード（内国株式）	50	水産・農林業	1	食品	-	-	2859.0	0.35	10.0	0.35	10.0	0.35	配当あり	いいえ	43.4	2.19	45.8	3365.0	2803.0	Consumer Defensive	あり	QUOカード、メロン等: 100株以上 | ◆以下より1点を選択 1、メロン2玉セット（5,000円相当） 2、オリーブ＆リサイクルポーチ栽培セット（4,000円相当） 3、トマト栽培セット（3,500円相当） 4、多肉植物寄植え「ポ・ミニヨン」（3,500円相当） 5、デリシャストマト商品セット（3,000円相当） 6、愛媛産夏野菜（青果）セット（2,500円相当） 7、夏野菜苗セット（2,000円相当） 8、QUOカード(1,000円相当) ■贈呈時期 5月下旬に優待申込みハガキを送付。	100	高			OK	OK	OK	通常掲載可	OK	OK
1384	ホクリヨウ	スタンダード（内国株式）	50	水産・農林業	1	食品	-	-	2015.0	3.97	80.0	3.96	80.0	3.97	配当あり	いいえ	4.41	1.72	170.4	3385.0	1505.0	Consumer Defensive	あり	たまごギフト券: 100株以上 | 5枚(500円相当) | ※1枚当たり100円券 / 1,000株以上 | 20枚(2,000円相当)	100	高			OK	OK	OK	通常掲載可	OK	OK
138A	光フードサービス	グロース（内国株式）	6100	小売業	14	小売	-	-	2961.0	1.62	48.0	1.63	48.0	1.62	配当あり	いいえ	28.65	2.24	29.4	3540.0	2000.0	Consumer Cyclical	あり	食事券（電子チケット）: 100株以上 | 5,000円相当（年間　10,000円相当） | ◇食事券は居酒屋事業で利用可能（電子チケットは1枚5,000円相当） ■贈呈時期 確定日5月末：8月 確定日11月末：翌年2月 / 300株以上 | 15,000円相当（年間　30,000円相当） / 500株以上 | 25,000円相当（年間　50,000円相当）	100	高			OK	OK	OK	通常掲載可	OK	OK
1401	エムビーエス	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	1299.0	1.15	15.0	1.12	15.0	1.15	配当あり	いいえ	17.77	2.42	90.0	1977.0	1141.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1407	ウエストホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2345.0	2.99	70.0	3.06	70.0	2.99	配当あり	いいえ	17.99	2.71	930.0	3270.0	1294.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
1414	ショーボンドホールディングス	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	1255.0	3.63	45.5	3.64	45.5	3.63	配当あり	いいえ	17.41	2.43	2522.1	1537.0	1152.25	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1417	ミライト・ワン	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	3894.0	2.57	100.0	2.6	100.0	2.57	配当あり	いいえ	14.87	1.24	3438.5	4351.0	2481.5	Industrials	あり	QUOカード、電子マネー、お米、寄付: 100株以上 | 【1年以上保有株主】 ◇商品を選択※ 1,000円相当 ※スマートフォン等で申込のみ ・ミライト・ワン米 1kg（抽選600名） | ◇以下、商品内容 1、各種電子マネー（Amazon、waon、nanaco、apple、PayPay、dポイント、Ponta、Vポイント、au PAY） 2、QUOカード 3、社会貢献活動団体への寄付 4、ミライト・ワン米（抽選）※電磁的方法を選択いただいた株主様 ■継続保有期間について 3月31日を基準とさせていただきます。 1年以上保有とは、株主名簿（毎年9月30日及び3月31日）に100株以上の保有	100	高			OK	OK	OK	通常掲載可	OK	OK
1418	インターライフホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	517.0	5.8	30.0	5.81	30.0	5.8	配当あり	いいえ	9.65	1.69	78.9	729.0	375.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1419	タマホーム	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	2790.0	4.48	125.0	4.54	125.0	4.48	配当あり	いいえ	33.35	3.13	808.8	4125.0	2701.0	Consumer Cyclical	あり	オリジナルQUOカード: 100株以上 | 【3年未満保有株主】 2,000円相当 【3年以上保有株主】 4,000円相当 | ■継続保有期間について 株式取得日を始期とさせていただきます。株主名簿に記載されている株主番号が変更されると、保有期間が中断されてしまいますのでご注意ください。 ■贈呈時期 1月下旬頃	100	高			OK	OK	OK	通常掲載可	OK	OK
141A	トライアルホールディングス	グロース（内国株式）	6100	小売業	14	小売	-	-	2952.0	0.54	16.0	0.53	16.0	0.54	配当あり	いいえ	37.53	2.77	3620.4	4840.0	1996.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
1420	サンヨーホームズ	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	623.0	4.01	25.0	4.01	25.0	4.01	配当あり	いいえ	5.13	0.45	77.3	741.0	602.0	Consumer Cyclical	あり	QUOカード: 100株以上 | 1,000円相当 | 【送付時期】 6月下旬 / 500株以上 | 3,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
1429	日本アクア	プライム（内国株式）	2050	建設業	3	建設・資材	-	-	738.0	4.74	35.0	4.77	35.0	4.74	配当あり	いいえ	12.41	2.19	237.5	955.0	678.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
142A	ジンジブ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	729.0						配当未取得		11.6	3.68	21.2	1083.0	513.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1430	ファーストコーポレーション	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	921.0	4.99	46.0	5.01	46.0	4.99	配当あり	いいえ	8.74	1.08	110.4	1151.0	844.0	Consumer Cyclical	あり	QUOカード: 500株以上 | 【1年以上保有】 2,000円相当 【3年以上保有】 3,000円相当 | ■継続保有期間について 各区分の保有株式数に応じて、継続保有期間中のいずれの時点においても、同一株主番号で各区分の最小株式数（500株、1,000株又は5,000株）を下回ることなく保有していることが当社株主名簿により確認できる株主様とします。 継続保有１年以上とは、毎年５月末日及び11月末日現在の株主名簿に３回以上連続して、同一株主番号にて記載又は記録される状態を指します。 継続保有３年以上とは、毎年５月末日及び11月末日現在の株主名簿に７回以上連続して、同一株主番号にて記載又は記録	500	高			OK	OK	OK	通常掲載可	OK	OK
1431	Ｌｉｂ　Ｗｏｒｋ	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	645.0	0.99	6.4	1.0	6.4	0.99	配当あり	いいえ	65.88	3.45	150.1	838.0	634.0	Real Estate	あり	QUOカード、割引券、優待ポイント、暗号資産: 100株以上 | 1,000円相当 | ■贈呈時期 毎年9月下旬に開催する定時株主総会終了後に発送。	100	高			OK	OK	OK	通常掲載可	OK	OK
1433	ベステラ	プライム（内国株式）	2050	建設業	3	建設・資材	-	-	1121.0	3.57	40.0	3.53	40.0	3.57	配当あり	いいえ	13.77	1.85	99.3	1355.0	1003.0	Industrials	あり	プレミアム優待倶楽部ポイント: 500株以上 | 3,000ポイント | ※自社優待専用サイトにて、 ポイントに応じて食品や電化製品、雑貨など5,000種類以上の商品と交換可能。 ※ポイントは次年度へ繰り越すことができる（1回のみ）。 ※1ポイント≒1円相当。 ※プレミアム優待倶楽部では、株主優待ポイントを共通株主優待コイン「WILLsCoin」と交換することができる。WILLsCoinは個人株主向け会員制サイト「プレミアム優待倶楽部PORTAL」にて優待商品と交換することができる。 / 600株以上 | 5,000ポイント / 800株以上 | 10,000ポイント / 900株以上 | 1	500	高			OK	OK	OK	通常掲載可	OK	OK
1434	ＪＥＳＣＯホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1830.0	2.62	48.0	2.57	48.0	2.62	配当あり	いいえ	8.32	1.57	127.3	2624.0	903.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1435	ｒｏｂｏｔ　ｈｏｍｅ	スタンダード（内国株式）	8050	不動産業	17	不動産	7	TOPIX Small 2	161.0	1.24	2.0	1.23	2.0	1.24	配当あり	いいえ	7.27	1.31	143.1	277.0	144.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
1436	グリーンエナジー＆カンパニー	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	1394.0	1.51	21.0	1.52	21.0	1.51	配当あり	いいえ	35.97	3.12	172.4	2184.0	693.0	Industrials	あり	デジタルギフト: 900株以上 | 【1年以上保有】 15,000円相当（年間30,000円相当） | ■継続保有期間について 継続保有期間 1 年以上とは、４月末日および 10 月末日の株主名簿に、同一株主番号で、連続して 3 回以上記載または記録され、そのすべての基準日において、900 株（3 単元）を下回ることなく保有している株主様が対象となります。	900	高			OK	OK	OK	通常掲載可	OK	OK
1438	岐阜造園	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1890.0	2.12	40.0	2.15	40.0	2.12	配当あり	いいえ	12.29	1.36	61.3	2030.0	1758.0	Industrials	あり	QUOカード: 200株以上 | 1,000円相当 | ■贈呈時期 毎年12月の定時株主総会終了後に送付する決議通知に同封。	200	高			OK	OK	OK	通常掲載可	OK	OK
143A	イシン	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	718.0						配当未取得		295.47	1.14	13.9	1189.0	621.0	Communication Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1443	技研ホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	244.0	0.45	1.1	0.45	1.1	0.45	配当あり	いいえ	6.46	0.31	39.6	375.0	190.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1444	ニッソウ	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	2806.0						配当未取得			1.85	30.5	3005.0	2520.0	Consumer Cyclical	あり	プレミアム優待倶楽部ポイント、QUOカード、暗号資産: 100株以上 | 【半年未満保有】 1,000円相当 【半年以上保有】 2,000円相当 | ※QUOカード贈呈の継続保有期間の判定は、2026年１月末日現在の株主名簿を基準に開始するため、2026年１月末日現在の株主名簿に記載されている株主様は、一律1,000円相等のQUOカードの贈呈となります。 ■継続保有期間について 「半年以上継続保有者」の判定は、2026 年１月末日以降、毎年１月末日、７月末日の株主名簿に同一株主番号で連続して、かつ１単元（100株）以上保有する株主様として記載されることが条件となります。	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1446	キャンディル	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	525.0	1.9	10.0	1.9	10.0	1.9	配当あり	いいえ	19.01	1.55	48.8	598.0	516.0	Industrials	あり	QUOカード: 200株以上 | 3,000円相当 | ■贈呈時期 毎年6月 / 2,000株以上 | 4,000円相当 / 6,000株以上 | 5,000円相当	200	高			OK	OK	OK	通常掲載可	OK	OK
1447	ＳＡＡＦホールディングス	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	259.0	1.85	4.8	1.87	4.8	1.85	配当あり	いいえ	13.73	5.8	63.1	475.0	230.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
1450	ＴＡＮＡＫＥＮ	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1340.0	4.1	55.0	3.91	55.0	4.1	配当あり	いいえ	7.76	1.25	116.6	1870.0	1300.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
145A	Ｌ　ｉｓ　Ｂ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	768.0						配当未取得		28.35	2.06	39.4	1543.0	740.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
146A	コロンビア・ワークス	スタンダード（内国株式）	8050	不動産業	17	不動産	-	-	2871.0	3.27	94.0	3.2	94.0	3.27	配当あり	いいえ	5.78	1.27	221.5	4710.0	2490.0	Real Estate	なし			高			OK	OK	OK	通常掲載可	OK	OK
147A	ソラコム	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	979.0						配当未取得		72.52	3.94	446.2	1335.0	782.0	Technology	あり	自社サービス・クーポン: 600株以上 | 6枚 ※SORACOM Mobile に充当可能なクーポンコードを発行（30USD×6＝180USD） | ■SORACOM MobileのeSIMを使えば国内のほか海外旅行先（ヨーロッパ、北米、アジア、オセアニアの合わせて 58ヵ国に対応）でインターネットを使うことができます。 ■贈呈時期 毎年7月発送の「定時株主総会招集ご通知」に同封	600	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
148A	ハッチ・ワーク	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1658.0						配当未取得		13.4	3.1	31.8	3155.0	1647.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1491	中外鉱業	スタンダード（内国株式）	3500	非鉄金属	7	鉄鋼・非鉄	-	-	642.0	10.59	68.0	10.45	68.0	10.59	配当あり	いいえ	6.11	0.99	92.3	1480.0	632.0	Basic Materials	なし			高	高利回り要確認	1株配当が株価の10%以上 / 配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
149A	シンカ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	790.0						配当未取得		60.49	2.42	25.4	1774.0	672.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
150A	ＪＳＨ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	343.0						配当未取得			1.0	19.4	484.0	329.0	Industrials	あり	地域特産品サイト・クーポン: 100株以上 | 5%割引 （上限　2,000円） | ◇自社運営の地域特産品ＥＣサイト「リロカルマーケット」で利用できる、クーポン券。 ■贈呈時期 毎年6月頃 / 500株以上 | 10%割引 （上限　10,000円） / 1,000株以上 | 15%割引 （上限　20,000円）	100	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1514	住石ホールディングス	スタンダード（内国株式）	1050	鉱業	2	エネルギー資源	7	TOPIX Small 2	520.0	2.88	15.0	2.85	15.0	2.88	配当あり	いいえ	11.78	1.07	311.1	1557.0	506.0	Energy	なし			高			OK	OK	OK	通常掲載可	OK	OK
1515	日鉄鉱業	プライム（内国株式）	1050	鉱業	2	エネルギー資源	6	TOPIX Small 1	2285.0	2.71	62.0	2.59	62.0	2.71	配当あり	いいえ	12.81	1.14	1797.9	4535.0	1446.0	Basic Materials	あり	ミネラルウォーター: 100株以上 | 1ケース | ※1ケース(1,100mlペットボトル12本入) / 1,000株以上 | 2ケース / 2,000株以上 | 3ケース / 3,000株以上 | 5ケース	100	高			OK	OK	OK	通常掲載可	OK	OK
1518	三井松島ホールディングス	プライム（内国株式）	3800	その他製品	10	情報通信・サービスその他	6	TOPIX Small 1	1498.0	4.94	74.0	4.92	74.0	4.94	配当あり	いいえ	10.1	1.03	554.7	1600.0	995.0	Energy	あり	レストラン優待券、商品優待券: 500株以上 | 2枚 | 《利用可能施設》 ◇三井港倶楽部 【福岡県】三井港倶楽部 ※お一人様1食につき1枚利用可能 ◇ラ・ロシェル 【東京都】ラ・ロシェル山王 【福岡県】ラ・ロシェル福岡 ※お一人様 1コースにつき 1枚利用可能（ランチ不可・要予約） ・15,000円以上（税込・サービス料別）のコースのみに利用可能 ・券面に定める特定期間（クリスマスディナー期間）を除く ■贈呈時期 5月下旬 / 5,000株以上 | 4枚 / 15,000株以上 | 6枚	500	高			OK	OK	OK	通常掲載可	OK	OK
151A	ダイブ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	596.0						配当未取得		10.74	1.93	50.1	1011.0	566.0	Industrials	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
153A	カウリス	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	1132.0	0.49	5.5	0.5	5.5	0.49	配当あり	いいえ	26.36	4.63	71.4	2888.0	958.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
155A	情報戦略テクノロジー	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	840.0						配当未取得		29.93	4.59	86.4	1750.0	463.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
156A	マテリアルグループ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	828.0	3.15	26.1	3.11	26.1	3.15	配当あり	いいえ	12.87	3.66	78.2	976.0	644.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
157A	グリーンモンスター	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	802.0	1.25	10.0	1.11	10.0	1.25	配当あり	いいえ		2.0	25.8	2146.0	497.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
1605	ＩＮＰＥＸ	プライム（内国株式）	1050	鉱業	2	エネルギー資源	4	TOPIX Mid400	3351.0	3.22	108.0	3.29	108.0	3.22	配当あり	いいえ	10.13	0.8	38945.0	4955.0	1968.0	Energy	あり	QUOカード、施設見学会: 400株以上 | 【1年以上保有】 1,000円相当 【2年以上保有】 2,000円相当 【3年以上保有】 3,000円相当 | ※QUOカード券面額 の5％相当額を 社会貢献団体へ寄付。 ■継続保有期間について 継続保有年数は、それぞれ、同じ株主番号で毎年6月末日及び12月末日時点の当社株主名簿に、普通株式400株以上の保有株式数で、連続で記載または記録されていることにより判定します。 １年以上：３回、２年以上：５回、３年以上：７回、８年間：17 回 / 800株以上 | 【1年以上保有】 2,000円相当 【2年以上保有】 5,000円相当 【3年以上保有】 8	100	高			OK	OK	OK	通常掲載可	OK	OK
160A	アズパートナーズ	スタンダード（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1915.0	4.18	80.0	4.15	80.0	4.18	配当あり	いいえ	5.85	1.34	68.7	3550.0	1880.0	Industrials	あり	老人ホーム利用割引: 100株以上 | ・プランA：2ヶ月分 ・プランBまたはC：20万円 | プランA：月払い管理費割引 プランBまたはプランC：入居一時金割引 ※対象期間に株主の方及び株主の三親等以内の親族が入居契約を締結。 ※対象期間：9月末日時点の株主様は10月1日（2024年は12月1日）～翌年3月31日、3月末時点の株主様は同年4月1日～9月30日とする。 ※既に入居されている方および入居を申しまれた方は対象外。 / 200株以上 | ・プランA：3ヶ月分 ・プランBまたはC：30万円	100	高			OK	OK	OK	通常掲載可	OK	OK
1662	石油資源開発	プライム（内国株式）	1050	鉱業	2	エネルギー資源	6	TOPIX Small 1	1610.0	2.8	45.0	2.87	45.0	2.8	配当あり	いいえ	7.72	0.66	4121.6	2819.0	999.0	Energy	なし			高			OK	OK	OK	通常掲載可	OK	OK
1663	Ｋ＆Ｏエナジーグループ	プライム（内国株式）	1050	鉱業	2	エネルギー資源	6	TOPIX Small 1	3945.0	0.76	30.0	0.79	30.0	0.76	配当あり	いいえ	12.61	0.98	1053.4	5690.0	2706.0	Utilities	なし			高			OK	OK	OK	通常掲載可	OK	OK
166A	タスキホールディングス	グロース（内国株式）	8050	不動産業	17	不動産	-	-	1187.0	3.37	40.0	3.26	40.0	3.37	配当あり	いいえ	12.99	2.3	732.6	1237.0	638.0	Technology	なし			高			OK	OK	OK	通常掲載可	OK	OK
167A	リョーサン菱洋ホールディングス	プライム（内国株式）	6050	卸売業	13	商社・卸売	6	TOPIX Small 1	2657.0	5.27	140.0	5.24	140.0	5.27	配当あり	いいえ	14.33	0.78	1065.5	3450.0	2606.0	Technology	あり	ギフト商品: 100株以上 | 2,000円相当品 | ◇食品を中心としたギフト商品から1点を選択。 ■贈呈時期 毎年6月下旬 / 500株以上 | 4,000円相当品 / 1,000株以上 | 6,000円相当品	100	高			OK	OK	OK	通常掲載可	OK	OK
168A	イタミアート	グロース（内国株式）	3800	その他製品	10	情報通信・サービスその他	-	-	1080.0	1.85	20.0	1.83	20.0	1.85	配当あり	いいえ	10.51	1.19	15.9	2063.0	996.0	Communication Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
1711	ＳＤＳホールディングス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	214.0						配当未取得			3.83	22.3	341.0	212.0	Utilities	あり	デジタルギフト: 500株以上 | 5,000円相当 | ◇対象となる交換先：PayPay マネーライト、Amazon ギフトカード、QUO カード Pay、d ポイント、すかいらーくご優待券、Uber Taxi ギフトカード、Uber Eats ギフトカード、Google Play ギフトコード、au PAY ギフトカード、DMM プリペイドカード、Visa e ギフト vanilla、図書カード NEXT、TOHO シネマズ デジタルギフト、映画 GIFT、楽天ポイントギフト、吉野家デジタルギフト、タリーズデジタルギフト、デジタル KFC カード、ビットコイン by bitFlyer、Fa	500	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
