コード	銘柄名	市場・商品区分	33業種コード	33業種区分	17業種コード	17業種区分	規模コード	規模区分	株価	配当利回り(%)	1株配当(円)	配当利回り_raw	1株配当_raw	配当利回り_自前計算	配当状態	配当フォールバック使用	PER	PBR	時価総額(億円)	52週高値	52週安値	セクター	優待有無	優待内容	優待最低株数	優待判定信頼度	注意フラグ	要確認理由	配当ランキング利用可否	優待ランキング利用可否	総合ランキング利用可否	記事掲載区分	yfinance状態	みんかぶ状態
1879	新日本建設	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	2097.0	3.72	78.0	3.73	78.0	3.72	配当あり	いいえ	8.06	0.91	1226.5	2339.0	1617.0	Industrials	あり	自社グループ・サービス: 100株以上 | ◇新日本コミュニティーでのサービス | ■サービス内容 ・建物の修繕・改修工事代金（税抜）３％割引 ・室内リフォーム（分譲マンション／戸建て）の工事代金（税抜）３％割引 ・分譲マンション売却の仲介手数料 10％割引 ※期間：2027 年 1 月 5 日～2027 年 12 月 30 日 ※詳細につきましては、ホームページ等でご案内させていただく予定です。	100	高			OK	OK	OK	通常掲載可	OK	OK
1882	東亜道路工業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	1528.0	5.89	90.0	5.94	90.0	5.89	配当あり	いいえ	20.58	1.32	706.1	1954.0	1457.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1885	東亜建設工業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	2072.0	3.72	77.0	3.77	77.0	3.72	配当あり	いいえ	8.34	1.37	1602.0	4680.0	1484.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1887	日本国土開発	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	518.0	3.86	20.0	3.91	20.0	3.86	配当あり	いいえ	19.2	0.6	413.1	719.0	454.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1888	若築建設	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	3240.0	4.48	145.0	4.52	145.0	4.48	配当あり	いいえ	9.44	0.76	412.4	6170.0	3135.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1893	五洋建設	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	1713.0	3.04	52.0	3.1	52.0	3.04	配当あり	いいえ	13.63	2.36	4654.0	2257.0	893.3	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1897	金下建設	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	3075.0	1.63	50.0	1.65	50.0	1.63	配当あり	いいえ	27.46	0.32	64.7	3515.0	2732.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1898	世紀東急工業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	1443.0	5.27	76.0	5.32	76.0	5.27	配当あり	いいえ	11.32	1.2	528.6	1729.0	1395.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1899	福田組	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	7570.0	3.43	260.0	3.45	260.0	3.43	配当あり	いいえ	11.29	0.7	626.9	8900.0	4900.0	Industrials	あり	オリジナルQUOカード: 200株以上 | 【1年未満保有株主】 2,000円相当 【1年以上保有株主】 5,000円相当 | ※2026年7月1日を効力発生日とする1：2の株式分割が予定されています。 ※必要株数は分割後を表示しています。 ■継続保有期間について 1年以上継続保有：株主名簿に3回以上記載または記録 ■贈呈時期 毎年3月下旬発送予定	200	高			OK	OK	OK	通常掲載可	OK	OK
189A	Ｄ＆Ｍカンパニー	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	956.0	2.09	20.0	2.09	20.0	2.09	配当あり	いいえ	10.08	0.97	21.9	1500.0	785.0	Healthcare	あり	電子ギフト: 300株以上 | 【半年未満保有】※1 1口 【半年以上保有】※2 2口 | ◇本制度は、当該基準日に当社普通株式 300 株以上を保有する株主様を対象に、優待原資 10,000 千円を基礎として算定される電子ギフトを贈呈し、継続保有株主に対して、より高い優待相当額を付与する株主優待制度です。 1 口当たりの優待相当額：優待原資 10,000千円 ÷（2口付与対象株主数×2＋1口付与対象株主数） ※ 1,000 円未満切り捨て ※1、11 月末日時点で 300 株以上を保有している株主が対象 ※2、初回となる 2026 年 11 月末日基準の株主優待については、2026 年 5 	300	高			OK	OK	OK	通常掲載可	OK	OK
1904	大成温調	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	4905.0	4.04	198.0	4.07	198.0	4.04	配当あり	いいえ	8.55	0.99	304.9	5630.0	3870.0	Industrials	あり	オリジナルQUOカード: 300株以上 | 4,000円相当 | ※年2回贈呈 / 500株以上 | 7,500円相当 / 900株以上 | 15,000円相当	300	高			OK	OK	OK	通常掲載可	OK	OK
1905	テノックス	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1525.0	4.07	62.0	4.01	62.0	4.07	配当あり	いいえ	10.93	0.75	101.7	1623.0	1172.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1909	日本ドライケミカル	スタンダード（内国株式）	3600	機械	8	機械	-	-	3720.0	0.6	22.5	0.6	22.5	0.6	配当あり	いいえ	19.62	3.21	997.5	3850.0	1207.5	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
190A	Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ	グロース（内国株式）	3250	医薬品	5	医薬品	-	-	71.0						配当未取得			2.26	53.4	220.0	66.0	Healthcare	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1911	住友林業	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	1375.0	3.64	50.0	3.71	50.0	3.64	配当あり	いいえ	7.9	0.68	8431.1	1874.5	1232.5	Consumer Cyclical	なし			高			OK	OK	OK	通常掲載可	OK	OK
1914	日本基礎技術	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	652.0	9.2	60.0	9.16	60.0	9.2	配当あり	いいえ	7.27	0.48	119.3	779.0	611.0	Industrials	なし			高	高利回り要確認	配当利回りが8%以上	要確認	OK	要確認	手動確認後に掲載	OK_高利回り要確認	OK
1921	巴コーポレーション	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1689.0	1.42	24.0	1.44	24.0	1.42	配当あり	いいえ	4.54	0.78	566.9	2339.0	1340.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1925	大和ハウス工業	プライム（内国株式）	2050	建設業	3	建設・資材	2	TOPIX Large70	4424.0	2.96	131.0	3.01	131.0	2.96	配当あり	いいえ	7.81	0.95	27399.9	5805.0	4081.0	Real Estate	あり	株主優待券: 100株以上 | ※分割前：50株以上 【3年未満保有】 2枚 【3年以上保有】 4枚 | ※2026年10月1日を効力発生日とする1：2の株式分割が予定されています。 ※株数は分割後を表示しています。 ◆下記優待内容詳細 グループが運営する施設のほか、社会貢献活動にも利用可能。 1、ダイワロイネットホテルズでの宿泊 （他の入居店舗ではご利用いただけません） 2、ダイワロイヤルゴルフでの各種サービス （プレーフィー、ゴルフ場内での飲食など） 3、全国のロイヤルホームセンターの各種商品 （一部取扱品を除く） 4、スポーツクラブNASの各種サービス （入会金、各種レンタル料など） 5	100	高			OK	OK	OK	通常掲載可	OK	OK
1926	ライト工業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	4010.0	5.29	212.0	5.28	212.0	5.29	配当あり	いいえ	13.89	1.87	1650.9	4380.0	2851.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1928	積水ハウス	プライム（内国株式）	2050	建設業	3	建設・資材	2	TOPIX Large70	3340.0	4.37	146.0	4.45	146.0	4.37	配当あり	いいえ	8.42	1.0	21651.2	3832.0	3092.0	Consumer Cyclical	あり	新潟県魚沼産コシヒカリ: 1,000株以上 | 5㎏ | ※魚沼産コシヒカリ（新米）の収穫状況等により、贈呈品を魚沼産以外のコシヒカリ（新米）に変更することがある。 ■贈呈時期 毎年10月下旬から11月初旬にかけて贈呈。	1000	高			OK	OK	OK	通常掲載可	OK	OK
1929	日特建設	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	1098.0	4.55	50.0	4.63	50.0	4.55	配当あり	いいえ	11.0	1.22	458.6	1465.0	1074.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
192A	インテグループ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1202.0	7.49	90.0	6.61	90.0	7.49	配当あり	いいえ		1.42	25.7	2840.0	1175.0	Financial Services	なし			高			OK	OK	OK	通常掲載可	OK	OK
1930	北陸電気工事	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	1715.0	2.8	48.0	2.81	48.0	2.8	配当あり	いいえ	12.27	1.02	471.7	1821.0	1163.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1934	ユアテック	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	2448.0	3.19	78.0	3.24	78.0	3.19	配当あり	いいえ	16.28	1.08	1681.5	3305.0	2083.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1938	日本リーテック	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	2736.0	3.55	97.0	3.59	97.0	3.55	配当あり	いいえ	12.21	0.98	678.0	3245.0	1775.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1939	四電工	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	2063.0	4.07	84.0	4.13	84.0	4.07	配当あり	いいえ	13.02	1.37	976.5	2145.0	1278.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1941	中電工	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	5640.0	2.48	140.0	2.46	140.0	2.48	配当あり	いいえ	16.49	1.22	2986.0	5720.0	3320.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1942	関電工	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	6720.0	1.93	130.0	1.95	130.0	1.93	配当あり	いいえ	21.56	3.43	13373.7	7460.0	3245.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1944	きんでん	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	8095.0	1.73	140.0	1.72	140.0	1.73	配当あり	いいえ	23.12	2.42	16026.8	8580.0	4165.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1945	東京エネシス	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	2128.0	3.67	78.0	3.58	78.0	3.67	配当あり	いいえ	16.49	0.97	705.1	2657.0	1239.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1946	トーエネック	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	2267.0	3.35	76.0	3.37	76.0	3.35	配当あり	いいえ	11.81	1.37	2104.5	2514.0	1200.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1948	弘電社	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	11480.0	0.96	110.0	0.96	110.0	0.96	配当あり	いいえ	34.72	4.01	1002.6	11490.0	2242.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
194A	ＷＯＬＶＥＳ　ＨＡＮＤ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	1229.0						配当未取得		13.05	2.76	92.8	2900.0	707.0	Healthcare	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1950	日本電設工業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	4480.0	2.83	127.0	2.9	127.0	2.83	配当あり	いいえ	14.48	1.21	2615.1	5380.0	2506.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1951	エクシオグループ	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	2749.5	2.91	80.0	2.9	80.0	2.91	配当あり	いいえ	18.21	1.64	5598.7	3058.0	1802.5	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1952	新日本空調	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	3710.0	3.23	120.0	3.31	120.0	3.23	配当あり	いいえ	13.89	2.04	1686.1	4400.0	2317.0	Industrials	あり	カタログギフト、QUOカード: 300株以上 | 3,000円相当 | ※震災の復興支援（被災地の特産品を一部選定） ■贈呈時期 毎年6月下旬	300	高			OK	OK	OK	通常掲載可	OK	OK
1959	クラフティア	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	9336.0	2.36	220.0	2.32	220.0	2.36	配当あり	いいえ	16.5	1.9	6603.8	10580.0	5852.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
195A	ＭＵＳＣＡＴ　ＧＲＯＵＰ	グロース（内国株式）	9050	サービス業	10	情報通信・サービスその他	-	-	680.0						配当未取得			2.14	23.2	1459.0	645.0	Technology	あり	自社グループ製品: 300株以上 | ・グループ人気商品詰め合わせ　7,000円相当 | ※ MOVE.eBike の半額対象は本体価格であり、オプション購入品は除きます。クーポンは該当商品販売サイト及び店頭での購入で利用できます。 ※食べチョク「産直ギフトカード」のご利用方法：「優待制度のご案内」に沿って WEB にアクセスし、お好みの食材をお選びください。有効期限は発行日より６ヶ月以内。 ■贈呈時期 基準日から3カ月以内 / 1,000株以上 | ・グループ人気商品詰め合わせ　7,000円相当 ・シャインマスカット相当の「産直ギフトカード」（食べチョク）8,000 円相当分 / 2,000	300	高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1960	サンテック	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1378.0	3.99	55.0	4.03	55.0	3.99	配当あり	いいえ	7.65	0.63	211.6	1674.0	841.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1961	三機工業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	3120.0	2.08	65.0	2.08	65.0	2.08	配当あり	いいえ	61.25	4.58	4765.9	3275.0	1298.33	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1963	日揮ホールディングス	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	2542.0	2.05	52.0	2.05	52.0	2.05	配当あり	いいえ	14.69	1.43	6147.8	2927.5	1215.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1964	中外炉工業	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	4040.0	4.46	180.0	4.46	180.0	4.46	配当あり	いいえ	6.28	0.94	283.3	5220.0	3245.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1965	テクノ菱和	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	5680.0	3.1	176.0	3.13	176.0	3.1	配当あり	いいえ	9.95	1.76	1164.6	9340.0	3485.0	Industrials	あり	株主優待商品: 100株以上 | 1パック / 1,000株以上 | 2パック	100	高			OK	OK	OK	通常掲載可	OK	OK
1966	高田工業所	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1705.0	4.11	70.0	4.06	70.0	4.11	配当あり	いいえ	9.95	0.58	124.6	2049.0	1450.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1967	ヤマト	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2024.0	7.61	154.0	7.7	154.0	7.61	配当あり	いいえ	10.24	1.06	453.1	2529.0	1631.0	Industrials	あり	地元特産品、入浴券: 100株以上 | 【1年以上保有】 1、3,000円相当 2、5枚 | ◇以下の商品から選択 1、道の駅「まえばし赤城」の地元特産品 2、温浴施設「赤城の湯」入浴回数券 3、自然保護団体への寄付（特産品と同額） ■継続保有期間について 基準日を３月20日とします。毎年３月20日および９月20日の当社株主名簿に、同一株主番号で連続して３回以上記録されていることで判定いたします。 / 1,000株以上 | 【1年以上保有】 1、5,000円相当 2、10枚	100	高			OK	OK	OK	通常掲載可	OK	OK
1968	太平電業	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	2596.0	2.89	75.0	2.91	75.0	2.89	配当あり	いいえ	13.76	1.3	1638.2	3200.0	1790.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1969	高砂熱学工業	プライム（内国株式）	2050	建設業	3	建設・資材	4	TOPIX Mid400	5100.0	2.41	123.0	2.47	123.0	2.41	配当あり	いいえ	17.84	3.18	6674.0	5749.0	3401.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
196A	ＭＦＳ	グロース（内国株式）	7200	その他金融業	16	金融（除く銀行）	-	-	264.0						配当未取得		34.2	1.03	26.9	533.0	226.0	Financial Services	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1972	三晃金属工業	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1240.0	5.16	64.0	5.15	64.0	5.16	配当あり	いいえ	9.04	1.6	239.0	1734.0	1164.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1975	朝日工業社	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	4385.0	3.28	144.0	3.33	144.0	3.28	配当あり	いいえ	12.24	2.23	1134.6	4825.0	2415.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1976	明星工業	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	1835.0	4.36	80.0	4.36	80.0	4.36	配当あり	いいえ	15.69	1.22	842.3	2049.0	1453.0	Industrials	あり	JCBギフトカード: 200株以上 | 1,000円相当 | ※「一般財団法人みらいこども財団」への寄付を選択することも可能。 ■継続保有期間について 基準日である毎年３月31日から起算し、３月31日および９月30日現在の当社株主名簿に、同一株主番号で連続して「１年以上は３回以上」「２年以上は５回以上」記載または記録された株主様を対象といたします。 ■贈呈時期 6月下旬に定時株主総会決議ご通知と合わせて送付。 / 500株以上 | 【2年未満保有株主】 2,000円相当 【2年以上保有株主】 3,000円相当 / 1,000株以上 | 【2年未満保有株主】 3,000円相当 【2年以上保有株主	200	高			OK	OK	OK	通常掲載可	OK	OK
1979	大氣社	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	4950.0	2.79	138.0	2.8	138.0	2.79	配当あり	いいえ	20.18	1.94	3118.5	5080.0	2490.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
197A	タウンズ	スタンダード（内国株式）	3250	医薬品	5	医薬品	-	-	485.0	5.77	28.0	5.75	28.0	5.77	配当あり	いいえ	14.13	3.17	516.3	603.0	484.0	Healthcare	なし			高			OK	OK	OK	通常掲載可	OK	OK
1980	ダイダン	プライム（内国株式）	2050	建設業	3	建設・資材	6	TOPIX Small 1	2937.0	2.93	86.0	2.96	86.0	2.93	配当あり	いいえ	14.16	2.91	3799.8	3680.0	1423.33	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1981	協和日成	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	1309.0	7.79	102.0	7.77	102.0	7.79	配当あり	いいえ	11.14	1.24	127.3	1947.0	1290.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1982	日比谷総合設備	プライム（内国株式）	2050	建設業	3	建設・資材	7	TOPIX Small 2	3105.0	3.22	100.0	3.24	100.0	3.22	配当あり	いいえ	15.56	1.68	1277.2	3485.0	1780.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
198A	ＰｏｓｔＰｒｉｍｅ	グロース（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	146.0						配当未取得			1.77	18.0	790.0	129.0	Technology	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
1992	神田通信機	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	2978.0	2.85	85.0	2.85	85.0	2.85	配当あり	いいえ	18.25	1.07	68.2	3055.0	2607.0	Technology	あり	QUOカード: 100株以上 | 1,000円相当 | ■贈呈時期 毎年6月の定時株主総会終了後に送付する決議通知に同封。	100	高			OK	OK	OK	通常掲載可	OK	OK
1994	高橋カーテンウォール工業	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	558.0	3.58	20.0	3.53	20.0	3.58	配当あり	いいえ	23.38	0.4	44.2	665.0	479.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
1997	暁飯島工業	スタンダード（内国株式）	2050	建設業	3	建設・資材	-	-	3960.0	2.4	95.0	2.39	95.0	2.4	配当あり	いいえ	7.99	4.34	80.1	4555.0	2485.0	Industrials	あり	カタログギフト: 300株以上 | 4,000円相当 | ■進呈時期 4月上旬に案内送付 / 1,000株以上 | 8,000円相当 / 5,000株以上 | 12,000円相当	300	高			OK	OK	OK	通常掲載可	OK	OK
2001	ニップン	プライム（内国株式）	3050	食料品	1	食品	6	TOPIX Small 1	2837.0	2.4	68.0	2.42	68.0	2.4	配当あり	いいえ	11.04	0.83	2345.1	2880.0	2094.0	Consumer Defensive	あり	自社商品詰合せ、または社会貢献団体への寄付: 200株以上 | 1,500円相当の「自社商品詰め合わせ」または社会貢献団体への1,500円の「寄付」 | ■贈呈時期 毎年8月頃 / 500株以上 | 3,000円相当の「自社商品詰め合わせ」または社会貢献団体への3,000円相当の「寄付」	200	高			OK	OK	OK	通常掲載可	OK	OK
2002	日清製粉グループ本社	プライム（内国株式）	3050	食料品	1	食品	4	TOPIX Mid400	1994.5	3.26	65.0	3.32	65.0	3.26	配当あり	いいえ	17.61	1.08	5576.9	2198.5	1692.0	Consumer Defensive	あり	自社製品: 500株以上 | ◆以下より1点を選択 1、オリエンタル酵母「ビフィコロンS」1箱 2、オリエンタル酵母「水溶化キューテン」1袋 3、オリエンタル酵母「有機青汁」1箱 4、日清製粉ウェルナ製品詰合せセット 5、世界自然保護基金（WWF）ジャパンへの寄付 （4,000円）	500	高			OK	OK	OK	通常掲載可	OK	OK
2003	日東富士製粉	スタンダード（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1725.0	4.06	70.0	4.12	70.0	4.06	配当あり	いいえ	18.92	1.26	628.2	1938.0	1648.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
2004	昭和産業	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	3400.0	4.12	140.0	4.17	140.0	4.12	配当あり	いいえ	10.41	0.74	1104.9	3455.0	2825.0	Consumer Defensive	あり	自社製品: 100株以上 | 1,000円相当 | ■贈呈時期 6月末～7月上旬予定 / 200株以上 | 3,000円相当 / 1,000株以上 | 5,000円相当	100	高			OK	OK	OK	通常掲載可	OK	OK
2009	鳥越製粉	スタンダード（内国株式）	3050	食料品	1	食品	-	-	1082.0	4.53	49.0	4.53	49.0	4.53	配当あり	いいえ	22.27	0.7	252.0	1166.0	880.0	Consumer Defensive	あり	自社製品: 500株以上 | 4,000円相当 | ■贈呈時期 毎年4月中に発送	500	高			OK	OK	OK	通常掲載可	OK	OK
2053	中部飼料	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1824.0	4.17	76.0	4.08	76.0	4.17	配当あり	いいえ	9.57	0.72	523.4	1998.0	1538.0	Consumer Defensive	あり	オリジナルQUOカード、北陸地方ブランド米: 500株以上 | 1,000円相当 | ■継続保有期間について 株主名簿基準日（3月末日及び9月末日）の株主名簿に同一株主番号で連続3回以上掲載され、かつ各基準日において1,000株以上保有されていた株主様をいいます。 ■贈呈時期 6月下旬 / 1,000株以上 | 【1年未満保有株主】 2,000円相当 【1年以上保有株主】 3,000円相当	500	高			OK	OK	OK	通常掲載可	OK	OK
2055	日和産業	スタンダード（内国株式）	3050	食料品	1	食品	-	-	319.0	1.88	6.0	1.87	6.0	1.88	配当あり	いいえ	15.24	0.3	57.8	415.0	293.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
205A	ロゴスホールディングス	グロース（内国株式）	2050	建設業	3	建設・資材	-	-	1588.0	3.99	63.39	3.99	63.39	3.99	配当あり	いいえ	13.93	1.92	62.3	2098.0	1051.0	Consumer Cyclical	あり	デジタルギフト: 200株以上 | ◇優待原資 10,000 千円を、基準日の対象株主数で按分した金額のデジタルギフトを贈呈（株主数に応じて１人あたりの贈呈額が変動する仕組みです。株主数が増加した場合は贈呈額が減少し、減少した場合は増加いたします。） | ◇対象となる交換先：Amazon ギフトカード、PayPay マネーライト、d ポイント、楽天ポイントギフト等 ■贈呈時期 基準日から3カ月以内 ※次回以降の優待は、適切な還元水準となるよう継続的に検討。	200	高			OK	OK	OK	通常掲載可	OK	OK
2060	フィード・ワン	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	1219.0	4.27	52.0	4.23	52.0	4.27	配当あり	いいえ	7.31	0.76	466.5	1333.0	965.0	Consumer Defensive	なし			高			OK	OK	OK	通常掲載可	OK	OK
206A	ＰＲＩＳＭ　ＢｉｏＬａｂ	グロース（内国株式）	3250	医薬品	5	医薬品	-	-	130.0						配当未取得			2.26	48.1	279.0	125.0	Healthcare	なし			高	配当未取得	1株配当が取得できていない	除外推奨	OK	除外推奨	掲載非推奨	OK_配当データ要確認	OK
208A	構造計画研究所ホールディングス	スタンダード（内国株式）	5250	情報・通信業	10	情報通信・サービスその他	-	-	2783.0	5.03	140.0	5.03	140.0	5.03	配当あり	いいえ	12.43	2.76	292.2	3570.0	2431.0	Industrials	なし			高			OK	OK	OK	通常掲載可	OK	OK
2108	日本甜菜製糖	プライム（内国株式）	3050	食料品	1	食品	7	TOPIX Small 2	4680.0	5.56	260.0	5.56	260.0	5.56	配当あり	いいえ	11.39	0.73	550.6	4750.0	2342.0	Consumer Defensive	あり	自社製品（砂糖等）: 100株以上 | （1,000円相当） | ■贈呈時期 7月上旬 / 500株以上 | （1,500円相当） / 1,000株以上 | （2,500円相当）	100	高			OK	OK	OK	通常掲載可	OK	OK
2109	ＤＭ三井製糖	プライム（内国株式）	3050	食料品	1	食品	6	TOPIX Small 1	3225.0	4.34	140.0	4.35	140.0	4.34	配当あり	いいえ	25.46	0.9	1003.5	3590.0	3000.0	Consumer Defensive	あり	自社グループ製品、寄付: 100株以上 | ◆以下より、いずれかを選択 1、自社グループ製品 1,000円相当 2、日本IDDMネットワークへの寄付 1,000円 | ■贈呈時期 6月上旬頃、定時株主総会関係書類と一緒に申込書を送付。 / 200株以上 | ◆以下より、いずれかを選択 1、自社グループ製品 3,000円相当 2、日本IDDMネットワークへの寄付 3,000円	100	高			OK	OK	OK	通常掲載可	OK	OK
2112	塩水港精糖	スタンダード（内国株式）	3050	食料品	1	食品	-	-	426.0	3.76	16.0	3.79	16.0	3.76	配当あり	いいえ	4.24	0.57	117.2	595.0	333.0	Consumer Defensive	あり	自社製品詰合せ: 1,000株以上 | 【3年未満保有】 （3,500円相当） 1、オリゴのおかげ 2、その他自社製品 【3年以上保有】 （5,000円相当） 1、オリゴのおかげ 2、オリゴのおかげプレミアム30 3、その他自社関連製品 | ※2026年度 ■継続保有期間について 「保有期間3年以上」とは、毎年3月31日現在において、当社の株主名簿に同一株主番号で、3年以上継続して記載または記録されている株主さま（同一の株主番号で3月31日現在、9月30日現在の株主名簿に、7回以上継続して記載または記録されている株主さま）といたします。 【送付時期】 ７月上旬	1000	高			OK	OK	OK	通常掲載可	OK	OK
